source,target
Letzte Woche war ich mit meiner Gattin in Boston.,I was in Boston last week with my wife.
Ihr könntet das nie tun.,You could never do that.
Die Betten sind unbequem.,The beds are uncomfortable.
Wie mach' ich mich?,How am I doing?
Es könnte ein großes Problem sein.,It could be a big problem.
Wer hat mich angerufen?,Who called me?
Es ist ein sehr heißer Tag.,It's a very hot day.
Er brach in Tränen aus.,He burst into tears.
"Ich muß wissen, daß ich mich auf Sie verlassen kann.",I need to know that I can depend on you.
Sie kennt noch nicht die Wahrheit.,She doesn't yet know the truth.
"Ich bin nicht faul. Ich habe nur keine Lust, das zu machen.",I'm not lazy. I just don't want to do that.
"Mir war nicht so recht danach zumute, Kaffee zu trinken.",I didn't really feel like drinking coffee.
Lesen Sie das Ende der Seite!,Read the bottom of the page.
Sind sie deshalb gestorben?,Is that why they died?
Tom war damals ziemlich jung.,Tom was quite young at the time.
Deshalb haben wir euch nichts davon erzählt.,That's why we didn't tell you.
Hältst du das für wahr?,Do you believe this to be true?
Tom hat allein gegessen.,Tom ate alone.
Ich nehme sowohl diese als auch jene.,I'll take both this one and that one.
Er ist gestern in Tokyo angekommen.,He arrived in Tokyo yesterday.
"Sie ist klüger als Maria, aber sie ist nicht so schön.","She's smarter than Mary, but not as beautiful."
Jetzt brauchen wir eine Pause.,What we need now is a break.
In diesem Punkte kann ich dir nicht zustimmen.,I can't agree with you on this point.
Englisch hat viele Lehnwörter aus dem Französischen.,English has many loan words from French.
Der Bus fuhr an der Haltestelle vorbei.,The bus went past the bus stop.
Du wirst den Unterschied sehen.,You'll see the difference.
"Hat Tom gesagt, dass er früher gegangen ist?",Did Tom say he left early?
"Ich wünschte, unser Klassenraum wäre klimatisiert.",I wish our classroom were air-conditioned.
Ihr könnt nicht gehen.,You can't go.
"Tom liebte Maria, welche ihn jedoch gar nicht liebte.","Tom loved Mary, who didn't love him at all."
Ich kann seine Geschichte kaum glauben.,I can hardly believe his story.
"Tom möchte, dass wir uns nach Boston begeben, um John zu besuchen.",Tom wants us to go to Boston to visit John.
Auf diesen Fall trifft diese Regel nicht zu.,This rule does not apply to the case.
"Das fiel uns erst ein, als es zu spät war.",We didn't think about that until it was too late.
Was wisst ihr außerdem?,What else do you know?
Ich fühl’ mich voll entspannt.,I feel totally relaxed.
Alle diese Bücher habe ich gelesen.,I've read all of these books.
Ihr könnt niemandem vertrauen.,You can't trust anyone.
Tom ist eine Peinlichkeit.,Tom is an embarrassment.
Wirst du das Buch noch lesen?,Are you still going to read that book?
Schlage den Nagel in das Brett.,Drive the nail into the board.
"Es ist naiv von euch, das zu glauben.",It's naive of you to believe that.
Jetzt ist die beste Zeit.,Now is the best time.
"Tom mochte das Aussehen seiner Nase nicht, weswegen er sie richten ließ.","Tom didn't like the look of his nose, so he had a nose job."
Er ist nicht mit mir verwandt.,He is no relation to me.
Sie kommt vielleicht morgen.,Perhaps she will come tomorrow.
Tom ist ein bekannter Künstler.,Tom is a famous artist.
"Versucht nicht, mich zu ärgern!",Don't try to make me angry.
"Uns bleibt wohl nichts anderes übrig, als zu warten.",I guess all we can do is wait.
Tom ist Ende Oktober nach Boston gefahren.,Tom went to Boston at the end of October.
"Ich finde, es hätte darüber gesprochen werden müssen.",I think it should've been discussed.
Tom wird das tun.,Tom will do that.
Tom fährt oft das Auto seines Vaters.,Tom often drives his father's car.
Schick Tom nicht weg!,Don't make Tom leave.
Warst du schon einmal Verkäufer?,Have you ever been a salesman?
Wir aßen in einem kleinen Café zu Mittag.,We had lunch at a little coffee shop.
"Es ist nicht das erste Mal, daß du mir das gesagt hast.",That isn't the first time you've told me that.
Warum warst du im Gefängnis?,Why were you in prison?
"Sie winkte, bis der Zug außer Sichtweite war.",She waved her hand until the train was out of sight.
"Sie hatte gute Gründe, die Scheidung einzureichen.",She had good reason to file for a divorce.
Tom wollte nicht über Maria reden.,Tom didn't want to talk about Mary.
Dieses Buch wird deine Fantasie anregen.,This book will awaken your imagination.
Ich fühle mich hier bei Ihnen in Sicherheit.,I feel safe with you here.
Ich werde euch den guten geben.,I'll give you the good one.
"Wo ich aufgewachsen bin, ist es sehr schön.",The place where I grew up is very beautiful.
"Ich wäre schrecklich enttäuscht, wenn Sie nicht zu meiner Feier kämen.",I'd be terribly disappointed if you didn't come to my party.
"Rate mal, wem das Haus da gehört.",Guess who that house belongs to.
Tom hatte eine Farm unweit von Boston.,Tom had a farm not too far from Boston.
Es kam zu einer Schwierigkeit nach der anderen.,One difficulty after another arose.
"Es gibt da etwas, worüber wir reden müssen.",There's something we need to talk about.
"Ich erkannte, dass ich Hilfe brauchte.",I realized I needed help.
Tom sieht nicht viel älter als Maria aus.,Tom doesn't look much older than Mary.
Tom heiratet im Oktober.,Tom is getting married in October.
Mein Haus ist direkt gegenüber dem Krankenhaus.,My house is just across from the hospital.
"Du kannst nicht erwarten, dass ich dort hinkomme.",You can't expect me to go there.
"Tom bereute es, dass er gelogen hatte.",Tom regretted lying.
Maria trug hochhackige Schuhe.,Mary was wearing high heels.
"Danke, dass Sie es versucht haben.",Thank you for trying.
Es gibt viele mittelalterliche Burgen in Europa.,There are many medieval castles in Europe.
Tom braucht euch im Besprechungszimmer.,Tom needs you in the briefing room.
Ihr werdet morgen zur Schule gehen.,You'll go to school tomorrow.
"Ich finde, wir sollten noch ein bisschen warten.",I think we should wait a little longer.
"Tom schien überrascht, als ich ihm mitteilte, Maria wolle das nicht tun.",Tom seemed surprised when I told him Mary didn't want to do that.
"Tom denkt nicht, dass wir das tun werden.",Tom doesn't think we'll do that.
Hat Tom es euch gesagt?,Did Tom tell you?
"Das ändert nichts daran, was passiert ist.",It doesn't change what happened.
Tom isst stets Frühstücksflocken ohne Zucker.,Tom always eats breakfast cereal without sugar.
Möhren sind Gemüse.,Carrots are vegetables.
"Ich kann mich weiterhin nicht daran erinnern, was ich machen soll.",I still can't remember what I'm supposed to do.
Es sieht scheußlich aus.,It looks hideous.
"Diskriminierung aufgrund des Geschlechts ist nach wie vor am Arbeitsplatz weit verbreitet, so dass eine strenge Überwachung und Durchsetzung bestehender Rechte notwendiger denn je ist.","Discrimination on the grounds of gender is still prevalent at work, so strong monitoring and enforcement of existing rights is more necessary than ever."
Er kam kurz darauf an.,He arrived shortly after.
Der Unfall machte alle seine Hoffnungen auf Erfolg zu nichte.,The accident destroyed all his hopes for success.
"Ich glaube, ihr könnt uns helfen.",I believe you can help us.
Lasst uns frühstücken und dann rausgehen.,Let's have breakfast and then go out.
"Mein Vater ist 48, aber er sieht jung aus für sein Alter.","My father is 48, but he looks young for his age."
"Hey, auf was guckst du?","Hey, what are you looking at?"
Ich muss noch ein paar Fragen stellen.,I need to ask a few more questions.
Das steht noch nicht einmal auf der Karte.,It's not even on the map.
Komm mit uns.,Come with us.
Tom ist auf der Suche nach Ärger.,Tom is looking for trouble.
"Vor zwei Jahren haben sich Tom und Maria getrennt, aber vor Kurzem sind die beiden wieder zusammengekommen.","Two years ago Tom and Mary split up, but recently they got together again."
"Die Zahl der Beschwerden über Auszahlungsfragen gegen IronFX ist in diesem Jahr eskaliert, da das Cyberspace-Devisenhandelsunternehmen sich weigert, Die Einlagen und Gewinne von Kunden monatelang zu zahlen.",The number of complaints about withdrawal issues against IronFX has escalated over this year as the cyberspace foreign exchange trading company refuses to pay clients’ deposits and profits for months.
Ich möchte Ihnen gern für Ihre Mitarbeit danken.,I'd like to thank you for your cooperation.
Tom und Maria logierten in einem Luxushotel.,Tom and Mary stayed in a fancy hotel.
Bitte gebt mir die Antwort auf die Frage!,Please tell me the answer to the question.
Wo haben Sie denn diesen Frosch gefangen?,Where did you catch this frog?
Ich möchte in Australien leben.,I want to live in Australia.
Habt ihr heute Baseball gespielt?,Did you guys play baseball today?
Tom war nicht der einzige Überlebende.,Tom wasn't the only survivor.
"Ich habe gehört, du hättest eine Freundin.",I heard that you had a girlfriend.
Ich erklärte es ihm.,I explained it to him.
"Du kannst kein Französisch lesen, oder?","You can't read French, can you?"
Vielleicht verstehst du das eines schönen Tages mal.,Maybe someday you'll understand that.
Was ist dieses Ding?,What is this thing?
Hast du Pläne für heute Abend?,Do you have plans for tonight?
Wir müssen es zusammen machen.,We have to do it together.
Es besteht dringender Bedarf an medizinischen Gütern.,There is an urgent need for medical supplies.
Ich verstehe dich bis zu einem bestimmten Grade.,I understand you to a certain degree.
"Du bist ein Narr, so etwas zu sagen.",You're foolish to say such a thing.
Stimmst du wirklich zu?,Do you really agree?
"Du bist der einzige Schlagzeuger, den ich kenne.",You're the only drummer I know.
Tom und Maria haben seit der Geburt ihres Babys vor einem halben Jahr noch keine Nacht ordentlich durchgeschlafen.,Tom and Mary haven't had a decent night's sleep since the birth of their baby six months ago.
"Tom hat gesagt, dass Maria pingelig ist.",Tom said that Mary was picky.
"Ich glaube, ich bin verliebt.",I think I'm in love.
"Der Teil des Eisberges, der im Wasser versteckt ist, ist bei weitem größer als der, der aus dem Wasser herausragt.",The part of an iceberg under the water is much larger than that above the water.
Ich finde euch nicht häßlich.,I don't think you're ugly.
Ich bin in der Klasse.,I am in the classroom.
"Tom fragte Maria, wer ihr Vater sei.",Tom asked Mary who her father was.
"Du schaffst das, Tom. Ich weiß, du schaffst das.","You can do that, Tom. I know that you can."
"Du machst dir keine Vorstellung davon, wie unbequem diese Schuhe sind.",You have no idea how uncomfortable these shoes are.
Seid ihr nicht Ärztinnen?,Aren't you doctors?
Tom zog seinen Wagen auf die Einfahrt.,Tom pulled his car into the driveway.
Ich kann nächste Woche nicht mit dir nach Boston.,I won't be able to go to Boston with you next week.
"Wenn ihr es nicht wollt, gebt es jemand anderem!","If you don't want it, give it to someone else."
Er ist sehr krank.,He's very ill.
Tom kann nicht mehr ohne Stock gehen.,Tom can no longer walk without a cane.
Fahren Sie allein?,Are you going to go alone?
In den meisten Ländern beziehen Lehrer kein hohes Gehalt.,"In most countries, teachers do not receive high wages."
"Ich träume davon, Künstler zu werden.",My dream is to become an artist.
Ich wurde richtig wütend.,I got really mad.
Tom sagt fast gar nichts.,Tom hardly talks at all.
Ich will Ihre dummen Witze nicht mehr hören.,I don't want to hear any more of your stupid jokes.
"Ich weiß, dass ich das nicht so gut kann wie du.",I know that I can't do that as well as you.
Ich schaffe das nicht allein.,I can't do this alone.
"Hätten wir es gewusst, wären wir dir eher zu Hilfe gekommen.","If we'd known earlier that you needed help, we would've come earlier."
Wir werden uns einander beschützen.,We'll protect each other.
"Sie sind alle gut, wähle dir darum drei Bücher aus.","All of them are good, so choose three books."
Diese Blumen habe ich für dich gekauft.,I bought these flowers for you.
"Rufen Sie mich an, wann immer Sie wollen!",Call me whenever you want.
"Ich habe niemandem gesagt, daß Sie hier waren.",I didn't tell anyone that you were here.
"Ich sehe voraus, dass sie auf ihrer Expedition Probleme haben werden.",I anticipate that there will be problems on their expedition.
Die Schubladen des Aktenschrankes stehen offen.,The file cabinet drawers are open.
"Wir erwarten, dass das eintritt.",We expect that to happen.
Alle haben ihn gern.,He is liked by everybody.
"Manches Mal sage ich ""ja"", obwohl ich ""nein"" sagen möchte.","Sometimes I say ""yes,"" even though I want to say ""no."""
"Ich weiß, dass du das absichtlich getan hast.",I know that you did it on purpose.
Wie viele Tage hat eine Woche?,How many days are there in a week?
"Ich hatte das Gefühl, dass etwas Entsetzliches im Gange war.",I had a feeling that something dreadful was happening.
"Tom stellte fest, dass das Leben auf der Straße nicht so leicht war, wie er es sich vorgestellt hatte.",Tom found out that life on the road wasn't as easy as he thought it would be.
Tom kann viel besser Klavier spielen als ich.,Tom can play the piano much better than I can.
Hast du ihre Namen aufgeschrieben?,Did you write down their names?
Wir wissen das bereits.,We already know that.
Ich wollte dich treffen.,I wanted to meet you.
Dieser Stein hat in der Mitte ein Loch.,This stone has a hole in the center.
Habt ihr an der roten Ampel angehalten?,Did you stop at the red light?
"Ich weiß, daß Sie das waren.",I know you did it.
"Ich habe dir doch gesagt, daß du so spät nachts nicht mehr singen sollst!",I thought I told you not to sing so late at night.
Ich habe die Zeitung hingeworfen.,I threw down the newspaper.
"Tom sagt, er sei heute zu müde, um uns zu helfen.",Tom says he's too tired today to help us.
Sie will möglichst viel Geld ansparen.,She is trying to save as much money as she can.
"Die Männer, die ich traf, sind alle sehr nett.",The men I meet are all very nice.
Sei auf das Schlimmste gefasst!,Be prepared for the worst.
"Ich hatte nicht bemerkt, dass Tom gegangen war.",I didn't notice Tom had gone.
"Fragen Sie Maria mal, ob sie Französisch spricht!",Ask Mary if she can speak French.
Maria kaufte der Tochter ihrer Freundin ein Geschenk.,Mary bought a present for her friend's daughter.
Hast du einen jüngeren Bruder?,Do you have a younger brother?
"Ich kann nicht glauben, dass das wirklich passiert ist.",I can't believe that actually happened.
Ist das meines?,Is this mine?
Ich log aus Scham.,I lied because I was embarrassed.
Du solltest auf deine Mutter hören.,You ought to listen to your mother.
Warum bewegen wir uns?,Why are we moving?
"Ich halte es auch für sehr wichtig zu sagen, was wir nicht tun.",I think it is also very important to say what we are not doing.
"Denkt ihr, daß wir uns noch verbessern werden?",Do you think that we're going to improve?
Vielleicht wollte Tom das kaufen.,Perhaps Tom wanted to buy that.
"Tom war derjenige, der es vorgeschlagen hat.",Tom was the one who suggested it.
Tom hat mir einen Apfel zugeworfen.,Tom threw me an apple.
"Was ist die Strafe dafür, unter Eid zu lügen?",What are the penalties for lying under oath?
Ich bin gerade nicht sicher.,I'm not sure at the moment.
Wann warst du das letzte Mal mit jemandem aus?,When was the last time you went on a date?
"Ob Tom wohl etwas dagegen hätte, morgen Abend auf unsere Kinder aufzupassen?",I wonder whether or not Tom would mind babysitting our kids tomorrow night.
"Ich habe es geschafft, mein Auto selbst zu reparieren.",I managed to repair my car by myself.
Tom hat seinen Studentenausweis verloren.,Tom lost his student ID.
Wo hast du den Anzug denn her?,Where did you get that suit?
"Sehen wir mal, ob wir unsere Reservierung stornieren können.",Let's see if we can cancel our reservation.
"Wir freuen uns, daß du hier bist!",We're glad you're here.
Ich hätte aufpassen sollen.,I should've paid attention.
Ist das nicht Toms Hut?,Isn't that Tom's hat?
"Wenn Sie diesen Knopf drücken, wird sich die Tür öffnen.","If you push this button, the door will open."
Das beabsichtigen wir zu ändern.,We intend to change that.
"Tom sah, wie sich Maria und Johannes unterhielten.",Tom saw Mary and John talking.
Tom ist Polizist im Ruhestand.,Tom is a retired policeman.
Tom wohnt eine Etage unter mir.,Tom lives one floor below me.
Euer Großvater war ein sehr guter Kunde.,Your grandfather was a very good customer.
"Als Tom an der Bushaltestelle ankam, war der Bus, den er eigentlich nehmen wollte, bereits abgefahren.","By the time Tom got to the bus stop, the bus he was planning to take had already left."
"Du hättest uns Bescheid sagen sollen, dass du kommst.",You should've let us know you were coming.
Wie lange bist du hier schon stationiert?,How long have you been stationed here?
Die Polizei will dich sprechen.,The police want to talk to you.
"Tom schalt Maria aus, da sie nicht telefonisch mitgeteilt hatte, dass sie sich verspäten werde.",Tom scolded Mary for not calling to say she'd be late.
Ist das nicht Toms Auto?,Isn't this Tom's car?
"Tom verbrachte den Rest der Nacht damit, an Mary zu denken.",Tom spent the remainder of the night thinking about Mary.
"Ich wusste gar nicht, dass Tom ein Pferd hat.",I didn't know Tom had a horse.
"Sie bat ihn, das Fenster zu öffnen.",She asked him to open the window.
Gib mir wenigstens einen Hinweis!,At least give me a hint.
"Tom fragte Maria, was sie den ganzen Morgen über getan habe.",Tom asked Mary what she had been doing all morning.
Es ist sich niemand so ganz sicher.,Nobody is really sure.
Er gab der Katze Milch.,He gave some milk to the cat.
Tom hat jetzt eine Erkältung.,Tom has a cold now.
Machen sie das oft?,Do they do that often?
Vielleicht hätte Tom bei den Kindern bleiben sollen.,Maybe Tom should've stayed with the children.
"Tom sagte, er habe es aus Neugier versucht.",Tom said he tried it out of curiosity.
Tom ist hinter dir.,Tom is behind you.
Tom ist ein rebellischer Junge.,Tom is a rebellious boy.
Du siehst schlecht aus.,You look bad.
Viele konservative Amerikaner stimmten ihm zu.,Many conservative Americans agreed with him.
Ich kann das nicht glauben.,I can't believe that.
Ich mag Mathe.,I like math.
Toms Auto ist schmutzig.,Tom's car's dirty.
Ist es immer noch windig?,Is it still windy?
"Tom meinte, ich sei zu laut.",Tom said he thought I was being too noisy.
Ich bezahle alles.,I'm paying for everything.
"Er wird keine andere Wahl haben, als anzunehmen.",He will have no choice but to accept.
"Manche Leute mögen Kaffee, während andere Tee bevorzugen.",Some people like coffee and others prefer tea.
"Ich habe japanische und chinesische Freunde, die untereinander Englisch sprechen, da dies die einzige Sprache ist, die ihnen gemeinsam ist.",I have Japanese and Chinese friends who speak to each other in English since that is the only language they have in common.
Niemand wird gern belogen.,No one likes to be lied to.
"Tom war sich unsicher, was er sagen sollte.",Tom was unsure what to say.
"Es ist unlogisch, zu glauben, dass kleine Kinder schneller rennen können als Polizisten.",It is absurd to believe that young children can run faster than policemen.
Tom ist ein guter Kapitän.,Tom is a good captain.
Tom hat mich ins Schwimmbecken geschubst.,Tom pushed me into the pool.
Ich kann dir heute ein paar Stunden lang helfen.,I can help you today for a few hours.
Allein schaffe ich das nicht. Ich brauche deine Hilfe.,I can't do it alone. I need your help.
"Sagen Sie Bescheid, wenn ich irgendwie helfen kann!",Let me know if there's something I can do to help.
Warum haben Sie mich gestern Abend nicht angerufen?,Why didn't you phone me last night?
Wie bald brauchst du meine Antwort?,How soon do you need my answer?
Wir brauchen Geld.,We need money.
Nur wenige Studenten können Latein lesen.,Only a few students can read Latin.
"Ich hätte nie dort nachgesehen, wenn Sie es nicht vorgeschlagen hätten.",I'd never have looked there if you hadn't suggested it.
Wascht ihr euch vor dem Essen die Hände?,Do you wash your hands before eating?
"Was meint der Arzt, was ich habe?",What does the doctor think is wrong?
Heute ist der dritte Oktober.,Today is the third of October.
Ich habe längere Beine als ihr.,I have longer legs than you.
"Ich hatte nie erwartet, sie an so einem Ort zu treffen.",I never expected to meet her in a place like this.
Lass mich das tun für dich!,Let me do this for you.
Dieser Zug hält bei uns nicht.,This train doesn't stop where we live.
Das ist nichts Schlechtes.,That's not a bad thing.
Die Akustik in diesem Raum ist ausgezeichnet.,The acoustics in this room are excellent.
So etwas sagt man nicht.,That's not a proper thing to say.
"Tom sagte, dass niemand verletzt wurde.",Tom said nobody was injured.
"Es ist toll, dich wieder zu sehen.",It's great to see you again.
Wie viele warten noch draußen?,How many are still waiting outside?
"Tom sagte, er wisse nicht, warum das Picknick abgesagt wurde.",Tom says he doesn't know why the picnic was canceled.
Können wir woanders darüber reden?,Can we talk about it somewhere else?
"Dachtet ihr, daß ich gestorben wäre?",Did you think I died?
Sie war den ganzen Morgen dort.,She was there all morning.
Ich kümmere mich um die Rechnung.,I'll take care of the bill.
Wo hast du deinen Urlaub verbracht?,Where did you spend your holidays?
Krähen sind klug.,Crows are smart.
Ich bin auf einer Schnitzeljagd.,I'm on a scavenger hunt.
Tom kehrt am 20. Oktober nach Australien zurück.,Tom is going back to Australia on October 20th.
Es wird Ihnen in Boston gefallen.,You'll like Boston.
Sie hat sich seit der High School sehr verändert.,She has changed a lot since high school.
"Mein Vater gab mir eine Uhr, aber ich habe sie verloren.","My father gave me a watch, but I lost it."
Die Bank lieh der Firma 1 Million Dollar.,"The bank has loaned the company $1,000,000."
Ich bin um sechs Uhr zurück.,I'll be back at six.
Dies kann für Sie von Nutzen sein.,This may be of use to you.
Tom packt gerade seinen Koffer aus.,Tom is unpacking his suitcase.
Wir sind sehr stolz auf dich.,We're very proud of you.
Ich komme aus Australien.,I'm from Australia.
Das ist eigentlich keine Lösung.,That's not really a solution.
Das Dach ist mit Blech gedeckt.,The roof is covered with sheet metal.
"Sie riet ihm, nicht alles zu glauben, was der Lehrer sagt.",She advised him not to believe everything the teacher says.
Tom hat ein Dienstmädchen.,Tom has a maid.
Könntest du das bitte aufschreiben?,"Could you write that down, please?"
Die Situation verschlimmerte sich zusehends.,The situation went from bad to worse.
Die Tür stand auf.,The gate was open.
Tom säubert das Haus.,Tom is cleaning his house.
Hast du denn nichts Nettes zu sagen?,Don't you have anything nice to say?
Warum haben Sie das nicht einfach gesagt?,Why didn't you just say that?
Mit anderen Worten: Er hat uns betrogen.,"In other words, he betrayed us."
Früher habe ich oft Pizza gegessen.,I often used to eat pizza.
Du hättest mir Bescheid sagen sollen.,You should've let me know.
Mein Bruder ist im ersten Studienjahr.,My brother is a freshman.
"Ich wünschte, etwas Schönes geschähe.",I wish something nice would happen.
"Ich habe noch nie etwas weggeworfen, wovon ich meinte, daß ich es vielleicht einmal gebrauchen könnte.",I've never thrown away anything that I thought I might be able to use sometime.
Ihr könnt nicht hinein.,You can't go in.
Er hat gerade das Haus verlassen.,He has just left home.
"Würdest du mit einem Mann ausgehen, der dreißig Jahre älter ist als du?",Would you date a man thirty years older than you?
"Bemüht euch, vor Einbruch der Dunkelheit zu Hause zu sein!",Try to get home before dark.
Sie muss Naturwissenschaften studieren.,She has to study science.
Ich erwarte von Tom keine Hilfe.,I don't expect any help from Tom.
Ich bin müde und kann mich nicht konzentrieren.,I'm tired and can't concentrate.
Glaubst du das alles?,Do you believe all that?
"Ich weiß, daß ihr euch irgendwo in diesem Zimmer versteckt.",I know you're hiding somewhere in this room.
Ich glaube Tom braucht Urlaub.,I think Tom needs a vacation.
Tom fällte einen Baum.,Tom chopped a tree down.
"Ich weiß, warum Tom spät kam.",I know why Tom was late.
"Haben Sie sich schon daran gewöhnt, im Studentenwohnheim zu wohnen?",Have you gotten used to living in the dorm?
Gott allein weiß es.,Only God knows.
Wir haben Tom den Job angeboten.,We offered Tom the job.
"Will Tom, dass ich ihn zum Flughafen fahre?",Does Tom want me to drive him to the airport?
Dies geschieht bereits seit mehreren Stunden.,It's been happening for several hours.
"Dieses Mal ist Tom besser vorbereitet, also sollte er es schaffen können.","Tom is better prepared this time, so he should be able to do it."
Ich habe über dich nachgedacht.,I thought about you.
Tom ist meistens hier.,Tom is here most of the time.
Die Tür ist jetzt offen.,The door is now open.
Meine Kinder sind schon alle aus der Schule.,My kids have all left school.
"Große Internetkonzerne, wie Facebook, Google & Co. müssen endliche ihre Steuern zahlen!","Big internet companies like Facebook, Google & Co. must finally pay their taxes!"
Ich werde es holen.,I'll go get it.
Sie gab dreißig Jahre lang Musikunterricht.,She taught music for thirty years.
Das klappt nicht immer.,It doesn't always work.
Möchtest du Tom nicht wiedersehen?,Don't you want to see Tom again?
Ich stimme Tom in diesem Punkte zu.,I agree with Tom on this.
"Du bist noch nicht soweit, oder?","You aren't ready yet, are you?"
Anders wollte ich es gar nicht haben.,I wouldn't want it any other way.
"Ich spiele, denke ich, recht gut Tennis.","I play tennis fairly well, I think."
Alles schien wie immer.,Everything seemed normal.
Ich konnte nicht mehr stehen.,I was unable to stand any longer.
"Niemand hat verstanden, warum der Elefant plötzlich seinen Besitzer angefallen hat.",Nobody understood why the elephant suddenly turned on its owner.
"Tom schrieb Maria, daß es ihm leid tue.",Tom texted Mary and said he was sorry.
"Ich hätte nicht gedacht, dass Sie das täten.",I didn't think you'd do that.
Skifahren ist mein Lieblingssport.,Skiing is my favorite sport.
Tom belohnte Maria mit einem Kuss.,Tom rewarded Mary with a kiss.
"Ich kenne eine ganze Menge Leute, die kein Fleisch essen.",I know quite a few people who don't eat meat.
Ist Boston eine große Stadt?,Is Boston a big city?
Wir sind keine Ausländer.,We aren't foreigners.
Ich kann jederzeit anfangen.,I can start anytime.
"Ich weiß, dass es schwierig ist.",I know that it's difficult.
Ihre Familie fehlt ihr sehr.,She misses her family a lot.
Der Polizist verlangte ihre Namen und Adressen.,The policeman demanded their names and addresses.
Ich wollte Tom wirklich küssen.,I really wanted to kiss Tom.
"Weil Rauchen Ihnen schadet, sollten Sie damit aufhören.","Since smoking it bad for you, you should quit."
"Tom sagt, er schließe nie seine Tür ab.",Tom says he never locks his door.
Wessen Wagen ist das hier?,Whose car is this?
Bis morgen um sieben.,See you at seven tomorrow.
"Sie müssen Tom dazu bringen, Ihnen zu glauben.",You have to make Tom believe you.
Es muss einfach gemacht werden.,It just has to be done.
Ich bleibe nicht lange hier.,I'm not staying here long.
Er leitet die Marketingabteilung.,He is the manager of the marketing department.
Wir müssen noch Brot kaufen.,We still need to buy some bread.
Könntest du das Bild für mich rahmen?,Can you frame this picture for me?
Tom hat mich angesehen.,Tom looked at me.
Man kann die Schornsteine der Fabrik vom Fenster aus sehen.,You can see the smokestacks of the factory from the window.
"Tom hat nicht den Wunsch, Französisch sprechen zu lernen.",Tom has no desire to learn how to speak French.
Ich sah mehr als Tom ahnt.,I saw more than Tom knows.
"Glauben Sie, was Sie wollen!",Believe whatever you wish.
Tom schmeckte sein Brot nicht.,Tom didn't like his sandwich.
"Wie hat Tom dich denn dazu gebracht, ihm beim Aufräumen der Garage zu helfen?",How did Tom get you to help him clean the garage?
Wir haben es gestohlen.,We stole it.
"Zwing mich nicht, hereinzukommen!",Don't make me go in there.
Wir haben heute geschlossen.,We're closed today.
"Lasst es uns geheimhalten, dass er krank ist.",Let's keep it secret that he is ill.
"Tom ist angeln gegangen, hat aber nichts gefangen.","Tom went fishing, but didn't catch anything."
Das Geld wurde gestohlen.,The money was stolen.
"Das war genau das, was sie beabsichtigt hatte.",That was exactly what she intended.
"Sag mir, dass wir nicht versagt haben!",Tell me that we haven't failed.
Ich hätte gerne frisches Obst.,I'd like some fresh fruit.
"Tom meinte, ich wirke einsam.",Tom said that he thought I looked lonely.
Ihr hättet nach mir suchen müssen.,You should've looked for me.
Tom wurde sehr wütend.,Tom got really upset.
"Ich rate dir, auf deinen Arzt zu hören.",I advise you to listen to your doctor.
"Was ich wirklich gerne hätte, wäre etwas Kaltes zu trinken.",What I'd really like is something cold to drink.
Das Ei ist ein universelles Symbol des Lebens und der Wiedergeburt.,The egg is a universal symbol of life and rebirth.
Ich habe allen Geld gegeben.,I gave money to everybody.
Der Koch staunte über seinen unglaublichen Appetit.,The cook was astonished at his incredible appetite.
"Was ist das Gefährlichste, was du je getan hast?",What was the most dangerous thing you've ever done?
Ich muss rein und Hausaufgaben machen.,I have to go inside and do my homework.
Tom mag keine laute Musik.,Tom doesn't like loud music.
Hat es Ihnen in Australien gefallen?,Did you have a good time in Australia?
"Der Lehrer sagte, er wisse die Antwort auf meine Frage nicht.",The teacher said that he didn't know the answer to my question.
"Du bist nicht sehr gesprächig, oder?","You're not much of a talker, are you?"
Ich fand die neue Zeitschrift sehr interessant.,I found the new magazine very interesting.
Du brauchst zu lange.,You're taking too long.
"Du kannst mich besuchen, wann immer du willst.",You can visit me whenever you want.
Tom ist Inhaber eines Spielzeugladens.,Tom owns a toy store.
Er wurde aus seinem eigenen Land verbannt.,He was exiled from his own country.
Gib anderen nicht die Schuld an deinen Fehlern!,Don't blame others for your mistakes.
"Am Montag kann ich euch, glaube ich, nicht helfen.",I don't think that I can help you on Monday.
"Stell dir vor, dein Vater würde uns zusammen sehen, was würde er sagen?","Suppose your father saw us together, what would he say?"
Das Abendessen wird um 18:30 Uhr fertig sein.,Dinner will be ready by six-thirty.
"Was Tom vorausgesagt hatte, ist eingetreten.",What Tom predicted would happen has happened.
Was genau ist deine Sorge?,What exactly is your concern?
"Glauben Sie wirklich, daß Tom sich unwohl fühlt?",Do you really think Tom is uncomfortable?
In welchem Bett schlafen Sie?,Which bed are you sleeping in?
"Sie beschlossen, im nächsten Monat zu heiraten.",They decided to get married next month.
‒ Ich habe dem Jahresbericht über die Lage der Grundrechte der EU im Jahr 2015 zugestimmt.,\u2012 I voted in favour of the annual report on the situation of fundamental rights of the EU in 2015.
Ich kann einen guten Arzt empfehlen.,I can recommend a good doctor.
Tom hat Maria sein Französischwörterbuch geliehen.,Tom lent his French dictionary to Mary.
"Sie tat nur so, als ob sie schliefe.",She was only pretending to be asleep.
"Weißt du, wem dieser Wagen gehört?",Do you know who this car belongs to?
