source,target
Nothing can stop me.,Nada puede detenerme.
I don't want to resign my job at present.,No quiero dimitir de mi trabajo de momento.
Don't give me that.,No me lo den.
I let it fall.,Yo lo dejo caer.
You are not a student.,Usted no es un estudiante.
He asked me whether she was coming.,Me preguntó si ella vendría.
Mary bought an expensive handbag.,Mary se compró un bolso caro.
The sun always rises in the east.,El Sol siempre sale por el este.
We didn't see a single game.,Nosotros no vimos ni un solo juego.
I saw Tom three hours ago.,Vi a Tom hace tres horas.
Only peace can save the world.,Sólo la paz puede salvar al mundo.
Tom has to be there by 2:30.,Tom tiene estar ahí a las 2:30.
Tom doesn't like the house that he lives in.,A Tom no le gusta la casa en que vive.
They don't seem to understand that concept.,No parecen entender ese concepto.
These scissors don't cut well.,Estas tijeras no cortan bien.
She arrived when we were about to leave.,Ella llegó cuando estábamos a punto de irnos.
Tom will be thirty in March.,Tom tendrá treinta años en marzo.
No one else noticed that Tom had snuck into the room.,Nadie más se dio cuenta de que Tom había entrado a hurtadillas en la habitación.
He doesn't want to go to school.,Él no quiere ir a la escuela.
They must have arrived home by this time.,Deben haber llegado a casa sobre esta hora.
I'm not used to hard work.,Yo no estoy acostumbrado a trabajar duro.
"If you touch that wire, you'll get a shock.","Si tocas ese cable, te va a dar un choque."
"Walking along the street, I found a wallet.","Caminando por la calle, me encontré una cartera."
Tom begged Mary for forgiveness.,Tom le rogó perdón a Mary.
You should take my advice.,Deberías seguir mi consejo.
I've never really understood this.,"En realidad, nunca he entendido esto."
I've read both books.,Me he leído los dos libros.
You're spending too much money.,Estás gastando demasiado dinero.
He was not the kind of man that people liked.,Él no era el tipo de hombre que le gusta a la gente.
Sunday is the first day of the week.,El domingo es el primer día de la semana.
Tom told me he was having trouble sleeping.,Tom me dijo que tenía problemas para quedarse dormido.
You'll have to pay.,Tendrás que pagar.
I caught him trying to sneak out.,Lo pillé intentando escabullirse.
"Mary's not pretty, but she isn't ugly, either.","Mary no es linda, pero no es fea tampoco."
I still hate you.,Aún te odio.
Tom will arrive in Boston tomorrow morning.,Tom llegará a Boston mañana por la mañana.
Wages are falling.,Los sueldos están bajando.
It was the first time man walked on the moon.,Fue la primera vez que un hombre caminaba sobre la luna.
I'm used to having my own way.,Estoy acostumbrado a tener mi propia manera.
Tom thought that the amulet would protect him from witches.,Tom pensó que el amuleto lo protegería contra brujas.
Tom is convinced that's a good idea.,A Tom le ha convencido la idea.
"May I have a glass of milk, please?","¿Podría tomar un vaso de leche, por favor?"
I have the King of Spades.,Yo tengo el rey de picas.
It was made to look like an accident.,Fue planeado para que pareciera un accidente.
What's your native language?,¿Cuál es tu lengua materna?
Tom eats like a pig.,Tom come como un cerdo.
Tom took his socks off.,Tom se quitó las medias.
It's hard to find good salespeople.,Es difícil encontrar un buen vendedor.
"I remember your face, but I don't remember your name.",Yo recuerdo tu rostro pero no recuerdo tu nombre.
What's your favorite brand of yogurt?,¿Cuál es tu marca de yogur favorita?
Follow the rules.,¡Seguir las reglas!
I cannot bear the pain any more.,No puedo soportar más este dolor.
Tom fed the goats.,Tom alimentó a las cabras.
Don't touch that book.,No toquéis ese libro.
Tom looked both ways before crossing the road.,Tom miró para los dos lados antes de cruzar la calle.
He is a strange person.,Él es un tipo raro.
Begging is prohibited by law.,Mendigar está prohibido por la ley.
What time's your flight?,¿A qué hora es su vuelo?
We feel at home here.,Aquí nos sentimos como en casa.
We should treat others with sincerity.,Deberíamos tratar a los otros con sinceridad.
It wasn't ours.,No era nuestro.
"Show me your passport, please.","Pasaporte, por favor."
Businessmen could not pay back money they owed the banks.,Los empresarios no podían devolverles a los bancos el dinero que les debían.
I know you still love me.,Sé que todavía me quieres.
I live in Boston now.,Ahora vivo en Boston.
All the floors in her house are made of wood.,Todos los suelos de su casa están hechos de madera.
You're still wrong.,Aún no tienes la razón.
I owe him some money.,Le debo algo de dinero.
It takes a lot of time.,Lleva mucho tiempo.
Do you know how and when?,¿Conoces cómo y cuándo?
Tom has known Mary since kindergarten.,Tom ha conocido a Mary desde la guardería.
Please pay the cashier.,"Por favor, paga al cajero."
Have you visited the town where your father was born?,¿Has visitado la ciudad en que nació tu padre?
Tom decided to drop out of school and work full-time.,Tom decidió abandonar la escuela y trabajar tiempo completo.
His loss of memory is a psychological problem rather than a physical one.,Su pérdida de memoria es más bien una discapacidad psíquica que física.
Do you do this every day?,¿Lo hacéis todos los días?
I have known her for two years.,Hace dos años que le conozco.
She cannot have told a lie.,No puede haber mentido.
Who will come with us?,¿Quién vendrá con nosotros?
"He said he did not know the man, which was a lie.","Él dijo que no conocía al hombre, lo cual era mentira."
Doctors should keep abreast with all the latest developments in medicine.,Los médicos deberían mantenerse al tanto de los últimos avances de la medicina.
He will be free tomorrow.,Mañana será libre.
I'm so glad that you asked me to give the opening speech tonight.,Estoy tan feliz de que me pidieras que diera el discurso de apertura esta noche.
It only works on Windows.,Solo funciona en Windows.
Children like watching television.,A los niños les gusta ver la televisión.
I'm sure that the meeting will be over soon.,Estoy seguro que la reunión terminará pronto.
We always eat together.,Siempre comemos juntos.
Life would be infinitely happier if we could only be born at the age of eighty and gradually approach eighteen.,La vida sería infinitamente más feliz si pudiéramos nacer a la edad de ochenta años y gradualmente llegar a los dieciocho.
I want to go to school in Australia.,Quiero ir a la escuela en Australia.
We're aware of the situation.,Somos conscientes de la situación.
Tom isn't easily surprised.,Tom no es sorprendido con facilidad.
Shouldn't you overlook his indiscretions and forgive him?,¿No deberías pasar por alto sus indiscreciones y perdonarle?
I can't believe I'm telling you this.,No puedo creer que te esté contando esto.
Her new novel has become a best seller.,Su nueva novela se ha convertido en un best seller.
Tom injured himself when he jumped out of the window.,Tom se lastimó cuando saltó por la ventana.
"Speak slowly, please.","Hable despacio, por favor."
Transplants save lives.,Los trasplantes salvan vidas.
That's what you all say.,Eso es lo que todos ustedes dicen.
I doubt that Tom has finished his homework.,Dudo que Tom haya terminado los deberes.
I'll call the police.,Llamaré a la policía.
There was a flower bed in the middle of the garden.,En medio del jardín había un macizo de flores.
May I try it on again?,¿Puedo probármelo otra vez?
The main character is a man whose name we do not know.,El personaje principal es un hombre cuyo nombre desconocemos.
Fiction is obliged to stick to possibilities. Truth isn't.,La ficción está obligada a apegarse a las posibilidades. La verdad no.
He is much older than he looks.,Él es mucho más viejo de lo que parece.
"He's very generous, so let's go with him.","Él es generoso, así que vayamos con él."
Is that a new car?,¿Este coche es nuevo?
A happy spirit is worth more than a hefty salary.,Un espíritu alegre es más valioso que un gran sueldo.
"You're a bit taller than I am, aren't you?",Vosotros sois un poco más altos que yo ¿verdad?
That's not what I meant to say.,Eso no es lo que quise decir.
Keep the change!,¡Guarde el cambio!
They are disappointed in their son.,Ellos están decepcionados de su hijo.
They are jealous of us.,Tienen celos de nosotros.
You must bear in mind what I've just said to you.,Debes tener en cuenta lo que te acabo de decir.
Tom suddenly stopped dead in his tracks.,Tom paró en seco súbitamente.
Why did you open the windows?,¿Por qué abriste las ventanas?
Wait right here.,Espera justo aquí.
Tom lived in Japan for ten years.,Tom vivió en Japón por diez años.
We're out of tea.,No nos queda té.
Take care of Tom.,Cuida de Tom.
That's all I need.,Es todo lo que necesito.
The movie wasn't too bad.,La película no fue demasiado mala.
Can you prove the allegations?,¿Puede probar las imputaciones?
Can you give some examples?,¿Puedes poner algunos ejemplos?
Never mind what she said.,No importa lo que ella dijo.
I can't recall her name at the moment.,En este momento no me acuerdo de su nombre.
I want to hear what everyone has to say.,Quiero oír lo que todos tienen que decir.
Why don't you come in and we'll talk about it over a cup of coffee?,¿Por qué no entras y hablamos de ello mientras tomamos una taza de café?
The situation is ugly.,La situación es desagradable.
You're my reason for living.,Tú eres la razón de mi vida.
That was more difficult than I expected.,Eso era más difícil de lo que me esperaba.
That's very easy to do.,Eso es muy fácil de hacer.
Did Tom get hurt in the accident yesterday?,¿Tom salió herido en el accidente de ayer?
Tom went Christmas caroling with other members of his church choir.,Tom se fue a cantar villancicos con otros miembros de su coro parroquial.
This clock is mine.,Este reloj es mío.
Do you mean that I was right?,¿Quieres decir que yo tenía razón?
Berries can be frozen.,Las bayas se pueden congelar.
"More than 10,000 people signed the petition.",Más de diez mil personas firmaron la petición.
"When we go to a restaurant, I never order the same thing Tom does.","Cuando vamos a un restaurante, nunca pido lo mismo que Tom."
He makes a bad impression.,Da una mala impresión.
We used to watch movies together.,Solíamos ver películas juntos.
Give me a hammer.,Deme un martillo.
He was killed by his own brother.,Le mató su propio hermano.
Where is your tie?,¿Dónde está su corbata?
Is that your own idea?,¿Esa idea es tuya propia?
You were the best one.,Eras el mejor.
It is very short.,Es muy corto.
Do you want something else?,¿Quieres algo más?
Tom spoke to Mary on Monday.,Tom habló con Mary el lunes.
What were you doing at 9 o'clock last night?,¿Qué estaban haciendo anoche a las nueve en punto?
All the other kids do it.,Todos los demás niños lo hacen.
The light here's not good for reading.,Aquí la luz no es buena para leer.
I want to get a satisfactory explanation for your conduct.,Quiero una explicación satisfactoria para tu conducta.
Keep away from me.,No te me acerques.
It's a risk we have to take.,Es un riesgo que tenemos que asumir.
Tom is already standing.,Tom ya está levantado.
If only I had taken your advice.,Ojalá hubiera seguido tu consejo.
Don't worry. Everything's going to be all right.,No os preocupéis. Todo irá bien.
I'm not going to explain it to you again.,No te lo voy a volver a explicar.
He will advise you on that matter.,Él te aconsejará al respecto.
"Do what you can, with what you have, where you are.",Haz lo que puedas con lo que tienes y lo que eres.
Leave the food on the table.,Deje la comida sobre la mesa.
I'm going back to Australia tomorrow.,Mañana vuelvo a Australia.
Tom cooperated with the police.,Tom cooperó con la policía.
He filled the bucket with water.,Él llenó el balde con agua.
Are you free now?,¿Estás libre ahora?
I'm not talking to you.,No te estoy hablando a vos.
I planted roses in the garden.,He plantado rosas en el jardín.
He knows everything.,Se lo sabe todo.
I won't tolerate your mistakes again.,No voy a tolerar más sus errores.
I took the subway yesterday.,Ayer cogí el metro.
I was very hungry.,Tenía mucha hambre.
It's just what I wanted.,Es justo lo que quería.
Tom just can't get along with Mary.,Tom simplemente no puede llevarse bien con Mary.
Tom plays the accordion.,Tom toca el acordeón.
I've been to neither of those places.,No he estado en ninguno de esos sitios.
He has a test next week.,Él tiene el examen la semana que viene.
I'm sorry I cannot go with you.,"Lo siento, no puedo ir contigo."
I prefer modern furniture.,Prefiero los muebles modernos.
I am about to leave here.,Estoy a punto de salir de aquí.
I'm not saying his music is bad.,No digo que su música sea mala.
I have just come back from school.,Acabo de llegar del colegio.
"I'm sorry, but I don't want to get involved in this.","Disculpe, pero no quiero estar involucrado en eso."
My grandfather was a farmer.,Mi abuelo era un granjero.
You have to account for your absence.,Tienes que dar cuenta de tu ausencia.
We'll debate this subject at the meeting.,Discutiremos este asunto en la reunión.
I'm pleased with my new jacket.,Estoy contento con mi nueva chaqueta.
He works with me at the office.,Él trabaja conmigo en la oficina.
Let's sing the song in English.,Cantemos la canción en inglés.
She closed all the windows in the room.,Ella cerró todas las ventanas en la habitación.
I should have stayed out of it.,Yo debería haber quedado fuera de eso.
The snow is melting.,La nieve se derrite.
I want to go to the moon.,Quiero volar a la Luna.
Don't laugh at a person in trouble.,No te rías de una persona en apuros.
I think Tom is hurt. Blood is coming out of his head!,Creo que Tom está herido. ¡Le sangra la cabeza!
Did anyone hear me?,¿Me ha oído alguien?
Call the police.,Llamá a la policía.
I'd do the same thing.,Yo haría lo mismo.
Tom and Mary joined the group.,Tom y Mary se unieron al grupo.
"Eight years ago, we were in the early stages of what would become the worst economic crisis of our lifetimes.",Hace ocho años estábamos en los albores de lo que llegaría a ser la peor crisis económica de nuestra vida.
They forgave him for his crimes.,Ellos le perdonaron sus delitos.
Tom left a message on Mary's answering machine.,Tom dejó un mensaje en el contestador de Mary.
How long do Christmas trees last?,¿Cuánto aguantan los árboles de Navidad?
We like swimming in the ocean.,Nos gusta nadar en el océano.
"The dog ate the fish, bones, tail and all.","El perro se comió al pescado con huesos, cola y todo."
I haven't finished reading it yet.,Aún no he terminado de leerlo.
Russia signed its own peace treaty with Germany.,Rusia firmó su propio tratado de paz con Alemania.
This is the best movie I've ever seen.,Esta es la mejor de todas las películas que he visto hasta ahora.
Don't do two things at a time.,No hagas dos cosas al mismo tiempo.
What did Tom give you for Christmas?,¿Qué te regaló Tom para Navidad?
These grapes taste sour.,Estas uvas saben ácidas.
It's a present for you.,Es un regalo para ti.
He has three older sisters.,Tiene tres hermanas mayores.
I thought you were going to sleep all day.,Pensé que ibas a dormir todo el día.
Those books were on display in the window.,Esos libros estaban expuestos en el escaparate.
I intend to do that.,Espero hacer eso.
Do you have the symptoms?,¿Tienes los síntomas?
Whoever wants to come to my party may come.,El que quiera venir a mi fiesta puede venir.
Tom is regaining consciousness.,Tom está recobrando el conocimiento.
Do you have any peppermint candy?,¿Tiene caramelos de menta?
What are your symptoms?,¿Cuáles son los síntomas?
Let me explain it with a diagram.,Déjame explicártelo con un diagrama.
Money isn't everything.,El dinero no lo es todo.
I couldn't remember his name.,No podía acordarme de su nombre.
This is too difficult for me.,Esto es demasiado difícil para mí.
"Tom will be able to solve the problem, I think.","Tom será capaz de resolver el problema, yo creo."
"The house has a dining room, a bedroom and a study.","La casa tiene comedor, alcoba y gabinete."
Why are girls so complicated?,¿Por qué las niñas son tan complicadas?
He came into a fortune when his father died.,Él recibió una herencia al morir su padre.
I want someone to talk to.,Quiero a alguien con quien hablar.
Where did you learn that?,¿Dónde aprendiste eso?
"If you don't do what I tell you to do, I can't be responsible for the consequences.","Si no haces lo que te digo, no me puedo hacer responsable de las consecuencias."
"There's nothing to worry about, OK?","No hay nada por lo que preocuparse, ¿vale?"
He buttoned up his coat before walking out the door.,Él se abotonó el abrigo antes de salir por la puerta.
The captain assured us that there would be no danger.,El capitán nos aseguró que no habría peligro.
Have a nice vacation.,Ten unas buenas vacaciones.
It was raining when they arrived.,Estaba lloviendo cuando llegaron.
I don't know when Tom and Mary met.,No sé cuándo se conocieron Tom y María.
That was our biggest accomplishment.,Ese fue nuestro más grande logro.
Are they arriving at ten o'clock in the morning or at night?,¿Llegan a las diez de la mañana o de la noche?
"Every butterfly was a caterpillar, but not all caterpillars will be butterflies.","Toda mariposa fue oruga, pero no todas las orugas serán mariposas."
Tom walks his dog every day.,Tom pasea con su perro todos los días.
Tom has a funny accent.,Tom tiene un acento gracioso.
I'd like another one of these.,Me gustaría otro de estos.
We have to reduce our expenses.,Tenemos que reducir nuestros gastos.
You are right in a way.,"En cierto sentido, tienes razón."
I wish it weren't true.,Desearía que no fuese verdad.
They are jealous of us.,Están celosos de nosotros.
He has a superiority complex.,Él tiene complejo de superioridad.
Love changes everything.,El amor lo cambia todo.
"""Jingle Bells,"" a popular song around Christmas time, is not really a Christmas song. The lyrics say nothing about Christmas.","""Jingle Bells"", la famosa canción navideña, en realidad no tiene nada de navideña. El texto no hace mención alguna de la Navidad."
Tom didn't want to talk with Mary.,Tom no quiso hablar con Mary.
"Since he says so, it must be true.","Ya que él lo dice, debe ser verdad."
"As far as I know, the novel is not translated into Japanese.","Hasta donde yo sé, la novela no está traducida al japonés."
It was unusually cold last night.,Estuvo inusualmente frío anoche.
It is not necessary for us to attend the meeting.,No es necesario que nosotros asistamos a la asamblea.
Our bike tour of the French Alps lasted two weeks.,Nuestro tour en bicicleta por los alpes franceses duró dos semanas.
Tom could sense that Mary was trying to impress him.,Tom podía sentir que Mary estaba tratando de impresionarle.
I'm hanging a picture of my grandmother on the wall.,Estoy colgando en la pared una foto de mi abuela.
I can't figure out how to upload an image.,No puedo averiguar cómo subir una imagen.
People want peace.,La gente quiere paz.
Don't interrupt our conversation.,No interrumpas nuestra conversación.
What will you do in college?,¿Qué vas a hacer en la universidad?
Tom did neither of the two things I asked him to do.,Tom no hizo ninguna de las dos cosas que le pedí que hiciera.
"There was nothing interesting on TV, so I turned it off.","No echaban nada en la televisión, así que la apagué."
He does nothing but read comics.,Él no hace nada más que leer tiras cómicas.
Thanks in advance.,Gracias por adelantado.
My French isn't good enough to explain the problem.,Mi francés no es lo suficientemente bueno para explicar el problema.
What was Tom's last name?,¿Cuál era el apellido de Tom?
He is in great trouble.,Él está metido en un gran lío.
I did that all myself.,Lo hice por mí mismo.
You'd better call the doctor.,Deberías llamar al doctor.
He's painting his house.,Él está pintando su casa.
There are certain things I have to consider.,Hay ciertas cosas que debo considerar.
He took charge of the expenses.,Él se hizo cargo de los gastos.
Does that make it any clearer?,¿Ayuda eso a aclararlo?
Tom wondered how much luggage Mary was planning to take.,Tom se preguntaba cuánto equipaje pretendía llevar María.
We're the same age.,Tenemos la misma edad.
What do you usually wear to work?,¿Qué te pones normalmente para el trabajo?
We'll talk about this later.,Hablaremos de esto más tarde.
Tom plans to go to college next year.,Tom planea ir a la universidad el próximo año.
There's a slight difference.,Hay una leve diferencia.
I'd rather walk than take a bus.,Preferiría caminar a coger el autobús.
I have to shave your chest for the electrocardiogram.,Tengo que afeitarle el pecho para el electrocardiograma.
You can do whatever you want to.,Puedes hacer lo que quieras.
Tom wants Mary to buy a new dress for the banquet.,Tom quiere que Mary compre un nuevo vestido para el banquete.
Can you see the difference?,¿Puede ver la diferencia?
Tom doesn't know who baked the cake.,Tom no sabe quién preparó la torta.
My baby brother sleeps ten hours a day.,Mi hermanito duerme diez horas al día.
I'm looking for an easy-to-read manga with furigana.,"Estoy buscando algún manga fácil de leer, con furigana."
These are not words.,Estas no son palabras.
I want you in my office.,Te quiero en mi oficina.
"When I see you, you always remind me of my brother.","Cuando te veo, siempre me recuerdas a mi hermano."
It's not especially hot today.,Hoy no hace calor especialmente.
I want to know what happened to the gun Tom gave you.,Quiero saber qué pasó con la pistola que te dio Tom.
It was an awesome accomplishment.,Fue un fantástico logro.
I have to take the entrance examination today.,Debo tomar el examen de ingreso hoy.
Tom didn't have any time for us.,Tom no tenía tiempo para nosotros.
"Anyway, I'm getting more experience.","Sea como sea, estoy ganando más experiencia."
I told Tom that I loved him.,Le dije a Tom que lo amaba.
"Either stay here by yourself, or come with us.","O te quedas aquí solo, o te vienes con nosotros."
Everyone hates me because I'm ugly.,Todos me odian porque soy feo.
This tie is not suitable for a situation like this.,Esta corbata no es apropiada para una situación como ésta.
He looked me in the eye.,Él me miró a los ojos.
"Because of the storm, the ship couldn't leave port.",El barco no pudo dejar el puerto debido a la tormenta.
Tom had no right to treat Mary the way he did.,Tom no tenía derecho de tratar a Mary así como lo hizo.
Tom installed an alarm system in his house.,Tomás instaló un sistema de alarmas en su casa.
"If you need help, let me know.","Si necesita ayuda, me avisa."
"For a few moments, there was complete silence.","Por unos momentos, hubo completo silencio."
What you did is immoral.,Lo que hiciste es inmoral.
Why don't we all chip in thirty dollars?,¿Por qué no aportamos todos nosotros treinta dólares?
Don't do that anymore.,Dejá de hacer eso.
I have to give back the book before Saturday.,Tengo que devolver el libro antes del sábado.
He set up a company recently.,Él ha fundado una empresa recientemente.
I guess we went too far this time.,Supongo que esta vez fuimos demasiado lejos.
New York is a big city.,Nueva York es una gran ciudad.
"How do you take your coffee, with or without sugar?","¿Cómo te tomas tú el café, con o sin azúcar?"
Tom had no intention of going there by himself.,Tom no tenía intención de ir allí solo.
This place has a mysterious atmosphere.,Tiene una atmósfera misteriosa este lugar.
You can get in touch with me at the Hilton Hotel.,Me puedes localizar en el hotel Hilton.
Tom has made some sandwiches for us.,Tom nos ha hecho unos bocadillos.
My bag was stolen.,Me robaron mi mochila.
Why in the world would I want to be a teacher?,¿Por qué diablos yo querría ser profesora?
Tom is kind to Mary.,Tom es bueno con María.
The crowd yelled when he scored a goal.,La multitud chilló cuando él marcó un gol.
He depended on his uncle for support.,Él dependía de su tío para los gastos diarios.
He'll never achieve anything unless he works harder.,Él nunca logrará nada a menos que trabaje más duro.
It's way too early to do that.,Es demasiado temprano para hacer eso.
All you need to do is trust each other.,La única cosa que tenéis que hacer es confiar los unos en los otros.
"If you need help, let me know.","Si necesitas ayuda, dímelo."
Most of the accused were sentenced to death.,La mayoría de las personas acusadas fueron condenadas a muerte.
"If you were in my shoes, what would you think?",¿Qué pensarías si estuvieras en mi lugar?
They understand each other.,Ellos se entienden entre ellos.
She advised him not to smoke.,Le aconsejó que no fumara.
You shouldn't eavesdrop.,Tú no deberías espiar.
This doesn't involve you.,Esto no es asunto tuyo.
You didn't have to wake me up.,No hacía falta que me despertaras.
Tom and Mary often eat dinner together.,Tom y María a menudo cenan juntos.
Police shouldn't take bribes.,La policía no debería aceptar sobornos.
I don't think that I have one of those yet.,No creo que tenga todavía uno de esos.
The teacher is with the school principal.,El profesor está con el director.
She'd never been so frightened.,Ella nunca había estado tan asustada.
Tom is on the baseball team.,Tom está en el equipo de béisbol.
Your poor memory is due to poor listening habits.,Tu mala memoria es por tus malos hábitos de escucha.
What do you and Tom have in common?,¿Qué tenéis en común Tom y tú?
May I use the bathroom?,¿Puedo usar el baño?
Tom says I'm his girlfriend.,Tom dice que soy su novia.
I'm still thirsty.,Todavía tengo sed.
I don't have a sword.,Yo no tengo una espada.
I'm at home.,Ya estoy en casa.
Don't tell Tom that Mary isn't planning on helping his mother.,No le cuentes a Tom que Mary no está pensando en ayudar a su madre.
You don't have the time.,No tienes tiempo.
I was waiting for you to get here.,Estaba esperando a que llegaran.
He never referred to the incident again.,Él no volvió a tocar el tema de ese incidente otra vez.
You should have listened to me.,Debiste haberme escuchado.
She was the first one to help him.,Ella fue la primera en ayudarle.
The huge explosion killed six people.,La gran explosión mató a seis personas.
She wanted him to sing her a song.,Ella quería que él le cantara una canción.
Is that a cat?,¿Eso es un gato?
This cat doesn't chase rats.,Este gato no persigue a las ratas.
"When I saw him last, he was still a child.","La última vez que le vi, era sólo un niño."
The bear ran after me.,El oso me persiguió.
I crawled under the fence.,Me arrastré por debajo de la valla.
"I used to have one, but it was stolen.","Yo tenía uno, pero me lo robaron."
It may seem odd.,Puede parecer raro.
Why does everybody hate me?,¿Por qué me odia todo el mundo?
Whose is this bag?,¿De quién es esta mochila?
I came down with measles.,Me dio el sarampión.
He quickly went out of the room.,Él salió rápidamente del cuarto.
What type of tools do you require for the job?,¿Qué tipos de herramientas requieres para la tarea?
I've recently changed brands of toothpaste.,Hace poco cambié de marca de pasta de dientes.
Rabbits like carrots.,A los conejos les gustan las zanahorias.
This house is very good.,Esta casa es muy buena.
"Now, wait a minute.","Un momento, esperen un minuto."
Don't talk to me while I'm working.,No me hables mientras estoy trabajando.
He's a great coach and is loved by all his players.,"Él es un gran entrenador, querido por todos sus jugadores."
How long have you been a doctor here?,¿Cuánto tiempo has estado como médico aquí?
I did all the work myself.,Hice todo el trabajo yo solo.
That shirt looks good on you.,Esa camisa se te ve bien.
I caught a cold and was in bed yesterday.,Pillé un resfriado y estuve en cama ayer.
A short stroll along the beach gave me a good appetite for breakfast.,Un pequeño paseo por la playa me causó un gran apetito para desayunar.
Try and sing.,"Vamos, a cantar."
Tom was an ambulance driver in the war.,Tom fue chofer de ambulancia en la guerra.
I have not finished breakfast yet.,Todavía no he acabado de desayunar.
His daughter ran back to her room.,Su hija volvió corriendo a su habitación.
I never meant for Tom to get in trouble.,Nunca perseguí que Tom tuviera problemas.
Have you finished your Christmas shopping?,¿Has acabado tus compras navideñas?
"The weather forecast said that it would rain this afternoon, but it didn't.","El pronóstico del clima dijo que llovería esta tarde, pero no fue así."
I went to sleep during the math lesson.,Me quedé dormido en la clase de matemáticas.
Tom rarely asks questions.,Tomás casi nunca hace preguntas.
You should really lay off that. It'll ruin your health.,Realmente deberías dejar eso. Arruinará tu salud.
"If I can't trust myself, who can I trust?","Si no puedo confiar en mí mismo, ¿en quién puedo confiar entonces?"
She has green eyes.,Tiene ojos verdes.
Tom came home early yesterday.,Ayer Tom volvió pronto a casa.
He didn't mean to hurt you.,No era su intención herirte.
Everything seemed OK.,Todo parecía bien.
I understand what you're going through.,Sé por lo que estás pasando.
I bought this book three days ago.,Compré este libro hace tres días.
We saw a dim light in the darkness.,Vimos una débil luz en la oscuridad.
I don't want to go and I know you don't want to go either.,"No quiero ir, y sé que tú tampoco quieres."
I was aware of that fact.,Yo conocía ese hecho.
All human beings are mortal.,Todos los humanos son mortales.
I intend to go straight home.,Pretendo irme derecho para la casa.
I hurt my foot.,Me lastimé el pie.
This seems suspicious to me.,Esto me parece sospechoso.
Her only hobby is collecting stamps.,Su único pasatiempo es coleccionar estampillas.
The duke holds a lot of land.,El duque tiene muchas tierras.
Whose house is that?,¿De quién es esa casa?
I didn't plan on doing that.,No había previsto hacerlo.
It isn't as bad as it seems.,No es tan malo como parece.
It's not always easy.,No siempre es fácil.
They have been here since 1989.,Ellos llevan aquí desde 1989.
He lives in Tokyo now.,Ahora está viviendo en Tokio.
"As far as I know, I don't have any relatives in Boston.",Que yo sepa no tengo familia en Boston.
We can't stop now.,No podemos parar ahora.
I know now.,Ahora ya lo sé.
The house is beautiful.,La casa es preciosa.
The Congress had no money.,El congreso no tenía dinero.
Please don't argue with Tom.,Haced el favor de no discutir con Tom.
I didn't go to the market.,Yo no fui al mercado.
This is our friend Tom.,Este es nuestro amigo Tom.
We haven't even kissed.,No nos hemos dado ni siquiera un beso.
Tom showers every morning.,Tom se ducha todos los días.
Do you have anyone who you can call if you need to talk?,¿Tienes a alguien a quien llamar si necesitas hablar?
We're in agreement.,Estamos de acuerdo.
I suppose you've heard of it.,Supongo que ya lo has oído.
Tom lives in a small village.,Tom vive en una pequeña villa.
Tom and Mary remained good friends.,Tomás y María continuaron siendo buenos amigos.
We are grateful for the music he left behind.,Estamos agradecidos por el legado musical que él dejó.
Stop wasting time and get back to work.,Paren de perder el tiempo y vuelvan al trabajo.
No one pays attention to anything Tom says anymore.,Ya nadie le presta atención a lo que dice Tom.
I don't usually come here in the morning.,No suelo venir aquí por la mañana.
Tom kissed Mary's hand.,Tom le besó la mano a María.
"He is short, but strong.","Él es bajo, pero fuerte."
You're a funny gal.,Eres una niña divertida.
Nobody noticed the mistake.,Nadie se percató del error.
Do you have your iPad with you?,¿Tienes tu iPad contigo?
Could you please tell me again why you are late?,¿Podrías por favor decirme nuevamente por qué llegas tarde?
They didn't say why.,No dijeron por qué.
I spent last year in Boston.,Pasé el año pasado en Boston.
Do you still have doubts?,¿Todavía tiene dudas?
I don't know when she will leave for London.,No sé cuándo sale ella hacia Londres.
I thought that Tom might need to do that.,Pensé que Tom podría necesitar hacer eso.
You must think of your family.,¡Tienes que pensar en tu familia!
Tom warned Mary that John would try to borrow money from her.,Tom previno a Mary de que John intentaría pedirle dinero prestado.
I gave in to her demands.,Cedí a sus demandas.
When's the wedding?,¿Cuándo va a ser la boda?
Let's let them do their job.,Dejemos que hagan su trabajo.
Please don't cry.,"Por favor, no llores."
The dog growled at the strange man.,El perro le gruñó al extraño.
Are you alone now?,¿Ahora estás solo?
The sample is not pure enough.,La muestra no es lo suficientemente pura.
You won't believe this!,¡No te lo vas a creer!
I didn't expect to see you at a place like this.,No esperaba encontrarles en un sitio como este.
They're waiting for us.,Nos están esperando.
You know I hate that.,Sabes que lo odio.
I've borrowed a table.,Pedí prestada una mesa.
"In the future, try to get to the office on time.","En adelante, trate de llegar a tiempo a la oficina."
Come at two o'clock.,Ven a las dos.
Don't let Tom open the door.,No dejes que Tom abra la puerta.
He did his work painstakingly.,Hizo su trabajo a conciencia.
Do you really want to learn another language?,¿De veras quieres aprender otro idioma?
Please keep me informed.,"Por favor, mantenme informado."
Don't phone me when I'm at the office.,No me telefonees cuando estoy en la oficina.
He has four mobile phones.,Él tiene cuatro móviles.
You might at least say thank you.,"Podrías al menos decir ""gracias""."
Tom doesn't like songs with crude lyrics.,A Tom no le gustan las canciones con letras groseras.
Our teacher is a real idiot.,Nuestro maestro es un perfecto idiota.
Tom doesn't believe anything Mary says.,Tom no cree nada de lo que Mary dice.
I don't have time to do the laundry.,No tengo tiempo para hacer la colada.
