source,target
Me la voy a comer.,I'm going to eat it.
Solo quise recordarte de recoger a Tom después de la escuela.,I just wanted to remind you to pick Tom up after school.
El doctor dijo que será necesario operar.,The doctor said it'll be necessary to operate.
Ella me dio un buen consejo.,She gave me a piece of good advice.
Vamos de viaje por carretera.,Let's go on a road trip.
¿De verdad quieres que haga esto?,Do you really want me to do this?
Tengo la sensación de que Tom está mintiendo.,I have a feeling Tom is lying.
Llevo una hora esperando a un amigo mío.,I've been waiting for a friend of mine for an hour.
Quiero matar a alguien.,I want to kill somebody.
Vine por ustedes.,I came for you.
Tenemos que comprar un billete más.,We need to buy one more ticket.
Tom ojeó sus cosas.,Tom looked through his stuff.
Se puede ver a simple vista.,You can see it with the naked eye.
No puedo hablar muy bien el francés.,I can't speak French very well.
Tengo un barco y un carro.,I have a boat and a car.
Anoche comí demasiado.,I ate too much last night.
El niño está jugando con sus soldados de juguete.,The boy is playing with his toy soldiers.
Tom y Mary se enamoraron el uno del otro.,Tom and Mary fell in love with each other.
No te olvides de escribirme.,Don't forget to write me.
Le aconsejó que fuera al extranjero mientras aún era joven.,She advised him to go abroad while he was still young.
¿Por qué no quieres que se lo cuente a nadie?,Why don't you want me to tell anyone?
Bebí de la canilla.,I drank from the tap.
Cogimos al ladrón.,We caught the thief.
Mi hermana trabaja como secretaria en un banco.,My sister works as a secretary at a bank.
Siempre pasamos nuestras vacaciones junto al mar.,We always spend our vacation by the sea.
Había muchas parejas jóvenes en el parque.,There were a lot of young couples in the park.
No acabó de llenar este formulario.,You didn't finish filling out this form.
Escribí esto para ella.,I wrote it for her.
Depende de ti decidir si vamos allí o no.,It is up to you to decide whether we will go there or not.
¡Es por tu culpa que estoy lisiado!,It's your fault I'm crippled.
Tom se cepilló los dientes.,Tom brushed his teeth.
Este par de zapatos no me sirve.,This pair of shoes doesn't fit me.
¿Desea un poco más?,Would you like some more?
No puedo pensar en nada.,I can't think of anything.
Tom quiere pasar tiempo conmigo.,Tom wants to spend time with me.
El hombre con el que hablaba es mi profesor de inglés.,The man I was talking to is my English teacher.
Peso bastante más que tú.,I weigh a lot more than you.
Tom debe estar enfermo.,Tom must be sick.
¿Eres el gerente?,Are you the manager?
Le tengo miedo a los hospitales.,I'm afraid of hospitals.
"Por favor, adoptad este gato.",Please adopt this cat.
Te prometo que no te va a doler.,"It won't hurt, I promise."
Mi perro no muerde.,My dog doesn't bite.
Me tuvo una hora esperando.,He kept me waiting for an hour.
"Tom intentó girar el pomo de la puerta, pero no cedió.","Tom tried to turn the doorknob, but it wouldn't budge."
Tom y María bajaron las escaleras juntos.,Tom and Mary walked down the stairs together.
Apenas podía entenderle.,I could hardly understand him.
Tom casi nunca estudia después de las diez de la noche.,Tom hardly ever studies after 10:00 p.m.
¿Hay pruebas que respalden esa afirmación?,Is there any evidence to support that claim?
Ya hemos cantado esa canción.,We already sang that song.
"Por favor, escucha lo que tengo que decir.",Please listen to what I have to say.
Sabe cómo limpiar su rifle.,He knows how to clean his rifle.
Tengo el mapa.,I have the map.
El helado era la comida favorita de Tomás.,Ice cream was Tom's favorite food.
Voy a lavarme los dientes.,I'm going to brush my teeth.
Voy a poner una denuncia.,I'm going to file a complaint.
Un grupo de delincuentes se robó el dinero.,A group of gangsters stole the money.
"Por favor, olvidad lo que acabo de decir.",Please forget what I just said.
¿Has cumplido dieciocho?,Are you 18?
Tomás no es tan inteligente como usted.,Tom isn't as intelligent as you.
Nos gusta pasear juntos.,We like going on walks together.
¿Puedo tener un asiento de pasillo?,Can I have an aisle seat?
Esto es jugo de limón.,This is lemon juice.
Ella va al cine una vez a la semana.,She goes to the movies once a week.
Ellos interrumpieron la reunión para comer.,They interrupted the meeting for lunch.
La población de Shangai es tan grande como la de Tokio.,The population of Shanghai is as large as that of Tokyo.
El fuerte viento indica que se acerca una tormenta.,The strong wind indicates that a storm is coming.
Estoy un poco confundido.,I'm a bit confused.
La guerra se terminó en 1954.,The war ended in 1954.
No quiero que sientas que te estoy presionando para que hagas esto.,I don't want you to feel that I'm pressuring you to do this.
De pronto paró de hablar.,He suddenly stopped talking.
¿Eso es de un libro?,Is that from a book?
Cogí al gato por el cuello.,I seized the cat by the neck.
Tendrás que responder por tu comportamiento.,You'll have to answer for your behavior.
No me lavo la cabeza por la mañana.,I don't shampoo my hair in the morning.
Quiero que Tom tenga una oportunidad de tener una vida digna.,I want Tom to have a chance for a decent life.
Tom sentía temblar sus rodillas.,Tom felt his knees tremble.
"Amas a tu esposa, ¿verdad?","You love your wife, right?"
Ella estaba decidida a nunca volver a hablarle otra vez.,She was determined never to talk to him again.
Hay pocas chances de que ella salga electa.,There is little possibility that she will be elected.
Abre las puertas.,Open the doors.
Todos los miembros del gabinete estaban presentes.,Every member of the cabinet was present.
Me alegra verte de nuevo.,Glad to see you again.
Estamos desperdiciando tiempo precioso.,We're wasting precious time.
Si no hubieras comido tanto ahora no tendrías tanto sueño.,"If you had not eaten so much, you would not be so sleepy now."
Escucha la música.,Listen to the music.
Empujó al auto en pana con toda su fuerza.,He pushed the stalled car with all his might.
¿Te preparo algo caliente para tomar?,Shall I prepare you a warm meal?
¿Estás satisfecho con mi explicación?,Are you satisfied with my explanation?
"Estás enamorado de Tom, ¿no?","You're in love with Tom, aren't you?"
"¿Tengo tu palabra en eso, Tom?","Do I have your word on that, Tom?"
"El tráfico es intenso aquí, sobre todo por las mañanas.","The traffic is heavy here, especially in the morning."
Él tiene miedo de enfermarse.,He is afraid of becoming sick.
Haga lo que quiera.,Do whatever you want.
"Puedo costear uno, pero no ambos.","I can afford one, but not both."
No nos mientas.,Don't lie to us.
Tom le tiró un huevo podrido a Mary.,Tom threw a rotten egg at Mary.
Necesito medicamentos para el dolor.,I need pain medication.
¿Le has mencionado esto alguna vez al profesor?,Have you ever mentioned this to the teacher?
No sé si puedo hacerlo.,I don't know if I can do it.
El rifle se disparó.,The shotgun went off.
¿Qué estaba diciendo?,What was I saying?
Tom preguntó por María.,Tom asked about Mary.
Esta ciudad es fría y solitaria sin ti.,This city is cold and lonely without you.
Él nunca olvidará mi deuda.,He will never forgive my debt.
"Un señor, que quería verte, vino mientras estabas fuera.",A man who wanted to see you came while you were out.
"Parece un poco cansado, ¿verdad?","He looks a bit tired, doesn't he?"
Nos preparamos para la colisión.,We prepared ourselves for the crash.
Lo hice durante las vacaciones de verano.,I did that during the summer holidays.
Me han robado mi bicicleta.,I had my bicycle stolen.
Necesito un montón de libros.,I need a lot of books.
Voy a comprar un saxo nuevo.,I'm going to buy a new saxophone.
Creo que hay un hombre ahí dentro.,I think that there is a man in there.
"Lo más importante en los Juegos Olímpicos no es ganar, sino participar.",The most important thing in the Olympic Games is not winning but taking part.
Fui forzado a ir.,I was forced to go.
Tom y María se vieron al espejo que colgaba en la pared.,Tom and Mary saw themselves in the mirror that was hanging on the wall.
Van a entender.,They will understand.
Me encontré con Tom de camino a la escuela.,I met Tom on my way to school.
¿No quieres saber por qué?,Don't you want to know why?
No hay ningún reloj en mi habitación.,There is no clock in my room.
"Probablemente pienses que sabes cómo hacer esto, pero déjame que te lo explique una vez más.","You probably think you know how to do this, but let me explain it once more."
Quisiera hacer una reserva para el próximo lunes.,I'd like to make a reservation for next Monday.
Eso le dio esperanzas a mucha gente.,It gave a lot of people hope.
Era imposible entender sus preguntas.,It was impossible to understand his questions.
Yo compré un auto deportivo rojo.,I bought a red sports car.
El gobernador estaba furioso.,The governor was furious.
Dame el informe el lunes.,Give me the report on Monday.
No necesitas hacerlo ya mismo.,You need not do it at once.
Tom quiere estudiar en Boston.,Tom wants to study in Boston.
Aceptó ayudar a la anciana.,He consented to help the old lady.
¿Cuántas clases tenéis el lunes?,How many classes do you have on Monday?
"Quizá te diga las respuestas más tarde, pero antes trata de encontrarlas tú mismo.","I might tell you the answers later, but try to figure them out on your own first."
Espero que duermas bien.,I hope you sleep well.
Es muy improbable que alguna vez veas un caballo por aquí.,It's very unlikely that you'll ever see a horse around here.
Tom quería más.,Tom wanted more.
He aprendido a confiar en ellos.,I've learned to trust them.
¿Sabes tocar el violín?,Can you play the violin?
¿Cuántos árboles hay en tu huerto?,How many trees are in your orchard?
Acabo de chequear.,I just checked.
Ahora hay muchos nuevos edificios.,There are a lot of new buildings here now.
Trae tu computadora.,Bring your computer.
"Negro o blanco, un gato que atrape ratones es un gran gato.","Black or white, a cat that catches mice is a great cat."
Tom no pudo comprender que quería realmente Mary.,Tom couldn't figure out what Mary really wanted.
Nos apuntamos al coro.,We joined in on the chorus.
¿Cuándo fue la última vez que viste a Tom sonreír?,When was the last time you saw Tom smile?
Mi padre solía beber hasta tarde por la noche.,My father used to drink till late at night.
Tom tiene un claro acento francés.,Tom has a distinct French accent.
Los virus son mucho más pequeños que las bacterias.,Viruses are much smaller than bacteria.
Quiero ver a mis amigos en Canadá.,I want to see my friends in Canada.
Tom no es ingenuo.,Tom isn't naive.
La linda chica en bikini es la hermana de Tom.,The pretty girl in the bikini is Tom's sister.
Haz sonar el timbre cuando me requieras.,Ring the bell when you want me.
Tomás es muy ingenuo.,Tom is very naive.
¿Conoces a Tom desde hace mucho tiempo?,Have you known Tom long?
Estacioné mi carro junto al portón.,I parked my car by the gate.
Tom quiere un beso.,Tom wants a kiss.
Tom ha tenido una mala racha en su trabajo.,Tom has had a rough patch at work.
Llévense el chubasquero por si llueve.,Take your raincoat in case it rains.
El problema está más allá de mi comprensión.,The problem is beyond my grasp.
El disco duro fue completamente destruido.,The hard disk was completely destroyed.
No creo que nadie haya vivido en esta casa en años.,I don't think that anyone has lived in this house for years.
Eres la clase de guitarrista con el que me gusta cantar.,You are the kind of guitarist I like to sing with.
Me parece que estás equivocado.,It appears to me that you're mistaken.
Todavía no le he preguntado a Tom.,I haven't asked Tom yet.
"Por favor, espere un momento.",Please hold on a moment.
Los precios son más altos aquí que en Australia.,Prices are higher here than in Australia.
No es tan complicado.,It's not that complicated.
"Tu nombre, por favor.","Your name, please."
Yo estuve ahí aquella noche.,I was there that night.
"Estoy buscando trabajo, señor.","I am looking for a job, sir."
Este trabajo tiene que estar terminado para el lunes.,This work has to be finished by Monday.
Los soldados estaban equipados con armas.,The soldiers were equipped with weapons.
Es peligroso vivir cerca de un volcán.,It's dangerous to live near a volcano.
Este es el apartamento de Tom.,That's Tom's apartment.
El fútbol es un deporte emocionante.,Soccer is an exciting sport.
Debe saber que tiene cáncer.,She must have known that she had a cancer.
¿Cuidan ellos del perro?,Do they take care of the dog?
A la entrada del invierno saldré de viaje.,I'm leaving on a trip at the beginning of winter.
Las vacas parecían grandes y dóciles.,The cows looked big and docile.
Inglaterra fue invadida por los daneses.,England was invaded by the Danes.
Tom no quería trabajar con Mary.,Tom didn't want to work with Mary.
Ayer comí más de lo habitual.,I ate more than usual yesterday.
Todos van a estar ahí.,Everyone will be there.
Estaba empapado hasta la piel por la fuerte lluvia.,I was drenched to the skin because of the heavy rain.
El volcán se ha activado de nuevo.,The volcano has become active again.
Tom estaba trabajando.,Tom was working.
Deja que te enhebre la aguja.,Let me thread the needle for you.
Él nos mostró algunas fotos.,He showed us some pictures.
Necesitas una llave.,You need a key.
Ya estoy aquí.,Here I come.
Tom no piensa antes de hablar.,Tom doesn't think before he speaks.
Estuve toda la noche con amigos.,I was with friends all last night.
Al fin ellos llegaron a la cima de la montaña.,"At last, they reached the top of the mountain."
"Yo sentí su dolor, y sufrí con ellos.","I felt their pain, and suffered with them."
Él me enseñó historia.,He taught me history.
¿Quieres conversar en mi oficina?,Do you want to talk in my office?
¿Esto es lo que quieres?,Is this what you want?
Puede que esté en el siguiente tren.,He may be on the next train.
Lo hice unas cuantas veces.,I did it a few times.
Últimamente ha hecho calor.,It's been hot recently.
Quiero hablar con un abogado.,I want to speak to a lawyer.
Esa es una excelente idea.,That's a great idea.
Yo no estaba contento con tu mal comportamiento.,I wasn't pleased by your rude behavior.
Debiste haberme escuchado.,You should've listened to me.
¿Dónde está el médico?,Where's the doctor?
Esa estrellita es la más brillante.,That small star is the brightest.
¿Qué hiciste el año pasado en el día de Navidad?,What did you do last year on Christmas Day?
Él tiene una mirada melancólica en su rostro.,He has a wistful look on his face.
¿A quién estás buscando?,Who are you looking for?
Tom tiene acento sureño.,Tom has a southern accent.
Mi abuelo tiene noventa años y está muy sano.,My grandfather is 90 years old and very healthy.
Con frecuencia se dice que el japonés es una lengua difícil de aprender.,Japanese is often said to be a difficult language to learn.
¿Sabes por qué estoy aquí?,Do you know why I'm here?
¿Presentó usted su hoja de servicios?,Did you show your record of service?
No podía soportar el calor.,I couldn't stand the heat.
Confío plenamente en él.,I trust him completely.
Tanto el editor como el director son primos míos.,The editor and the publisher are both my cousins.
No tengo el coraje de pedirle a mi jefe que me preste su auto.,I don't have the courage to ask my boss to lend me his car.
Yo rondé por las calles para matar tiempo.,I strolled along the streets to kill time.
El maestro tenía un sacapuntas eléctrico en la clase para cuando los alumnos necesitaran afilar sus lápices.,The teacher kept an electric pencil sharpener in the classroom for when students needed to sharpen their pencils.
Yo tengo trece gatos.,I keep thirteen cats.
Eso no tiene ningún sentido.,That doesn't make any sense.
Debes entender que no puedo ayudarte.,You must realize that I can't help you.
No sos estúpido.,You aren't stupid.
Tom quiere estar en contacto con Mary.,Tom wants to get in touch with Mary.
Lleva esta caja a la otra habitación.,Take this box into the other room.
Mary se sentó en la playa pensando en todos los momentos felices que había compartido con Tom.,Mary sat on the beach thinking about all the happy times she'd shared with Tom.
Lentamente comenzó a entenderlo.,She gradually began to understand.
El pez que pescó ayer sigue vivo.,The fish he caught yesterday is still alive.
Algunas personas creen que comer en casa es mejor que comer fuera.,Some people think eating at home is better for you than eating out.
Podría ser una trampa.,It might be a trap.
Estoy ciertamente contento de que todo acabara bien.,I'm just glad everything turned out OK.
Su deuda alcanzó los cien dólares.,His debt reached a hundred dollars.
No toque ese libro.,Don't touch that book.
No pienso que seas un desalmado.,I don't think you're heartless.
Esta mesa no está firme.,This table isn't steady.
Tom conserva un par de zapatos extra en el maletero de su auto.,Tom keeps an extra pair of shoes in the trunk of his car.
Puede que ganemos esta vez.,We may win this time.
¿Cuánto cuesta comer en un sitio así?,How much does it cost to eat at such a place?
Tráeme las gafas.,Bring me my glasses.
A veces suceden cosas aparentemente imposibles.,Seemingly impossible things sometimes happen.
"Escribe tu nombre con lápiz, por favor.",Please write your name with a pencil.
Deberías irte inmediatamente.,You should leave immediately.
La nieve ha comenzado a derretirse.,The snow has begun melting.
Debemos informarles a los directivos lo que está pasando.,We must inform the management of what's going on.
Tomás solía tocar el piano profesionalmente.,Tom used to play the piano professionally.
Creía que no te gustaría hacerlo.,I didn't think you'd like doing that.
Aún es muy pronto para juzgar.,It's still too early to tell.
Ellos donaron dinero a la Cruz Roja.,They contributed money to the Red Cross.
Debemos limpiar la cocina.,We must clean up the kitchen.
He conocido a gente así.,I've met people like that.
Cogí un resfriado terrible.,I have caught a bad cold.
"He mantenido mi peso bajo, a pesar de que muchos de mis amigos han aumentado de peso mientras se hacían mas viejos.",I've kept my weight down even though many of my friends have gained weight as they've grown older.
Ella no tenía ganas de almorzar.,She didn't feel like eating lunch.
Tom es olvidadizo.,Tom is forgetful.
Su nombre fue deletreado mal.,Her name was spelled wrong.
No es más que un niño.,He is but a child.
Fui a la iglesia con él.,I went to church with him.
El ganado principal son las ovejas.,The principal livestock is sheep.
Reprobé el examen por no estudiar.,I failed the test because I didn't study.
Siempre desayuno frutas y avena.,I always have fruit and oatmeal for breakfast.
Parte de lo que dijiste suena ridículo.,Some of what you said sounded stupid.
Tom decidió entrar a la habitación.,Tom decided to enter the room.
"Tomándolo todo en cuenta, la vida de mi padre fue feliz.","All things taken into consideration, my father's life was a happy one."
Anhelo recibir una contestación favorable por su parte.,I'm looking forward to receiving your favorable answer.
"Cuanto más rápido nos frotemos las manos, más se calentarán.","The faster we rub our hands together, the warmer they get."
Necesito reconsiderar algunas cosas.,I need to reconsider things.
No puedo volver a hacerlo.,I can't do it again.
¿Cómo conseguiste tantas cosas en tan poco tiempo?,How did you do so much in so little time?
Usamos el computador para ahorrar tiempo.,We used the computer in order to save time.
Tom siempre hace su mejor esfuerzo.,Tom always does his best.
Eres la próxima persona para la promoción.,You are the next in line for promotion.
Ella tiene sentido del humor.,She has a sense of humor.
El baño de hombres está en el segundo piso.,The men's room is on the second floor.
Ella estuvo hospitalizada 6 semanas de una enfermedad.,She was in the hospital for six weeks because of her illness.
¿Hay alguna posibilidad de que eso suceda?,Is there any possibility that'll happen?
Ha pedido más dinero.,He asked for more money.
Vi el amanecer.,I saw the sunrise.
¿Puedes ir con nosotras?,Can you go with us?
Ayer mi tío tuvo un accidente de tráfico.,My uncle met with a traffic accident yesterday.
Tomás puede quedarse aquí tanto tiempo como quiera.,Tom can stay here as long as he likes.
Alenté a Tom a hacer ejercicio con más frecuencia.,I encouraged Tom to exercise more often.
La madera y el carbón son buenos combustibles.,Wood and charcoal are good fuels.
Tírame el balón.,Throw me the ball.
Tengo una cita dentro de media hora.,I have an appointment in less than half an hour.
Los niños son nuestro futuro.,Children are our future.
Creo que me estoy quedando afónico de tanto gritar.,I think I'm losing my voice from screaming so much.
He dicho suficiente.,I said enough.
Tom trató de convencerme de hacer eso.,Tom tried to persuade me to do that.
¿De verdad te crees esto?,Do you really believe this?
¿Cuál es la capital de los Estados Unidos?,What is the capital of the United States?
Eso no es lo que la gente acostumbra a hacer.,That's not what people usually do.
No puedo irme todavía. Aún tengo cosas que hacer.,I can't leave yet. I still have a few things to do.
¿Cómo terminaste aquí?,How did you end up here?
Tom dejó un mensaje en la máquina contestadora de Mary.,Tom left a message on Mary's answering machine.
Los camellos son los barcos de los desiertos.,Camels are the ships of the deserts.
"Coged unas galletas, por favor.",Please help yourselves to some cookies.
Parece que este piano no se haya afinado en años.,This piano has probably not been tuned for years.
Ella me vio entrar a la tienda.,She saw me enter the store.
Tom durmió como un niño.,Tom slept like a child.
Tom no tenía lápiz.,Tom didn't have a pencil.
No es exactamente lo que yo quería.,That is not quite what I wanted.
Hazlo tan pronto como sea posible.,Do it as soon as possible.
La bolsa de Mary está vacía.,Mary's purse is empty.
Tengo curiosidad de saber por qué quitaron mi nombre de la lista.,I'm curious to know why they removed my name from the list.
¿Quién no estaba aquí?,Who was not here?
Tom se encogió aterrorizado.,Tom cringed in fear.
Tom me contó que necesitaba algo de tiempo para sí.,Tom told me he needed some time to himself.
Fui al zoológico con mi hermana.,I went to the zoo with my sister.
Esta flor es más bonita que esa.,This flower is more beautiful than that one.
Esta botella está vacía.,This bottle is empty.
Él no tiene amigos con quienes jugar.,He doesn't have any friends to play with.
Estoy un poco tocado.,I'm a little crazy.
¿Conocés a alguno de los amigos de Tom?,Do you know any of Tom's friends?
¿Cuál era el problema?,What was the problem?
Me pensé que eras canadiense.,I assumed you were Canadian.
¿Quién cuidará de tu perro?,Who will look after your dog?
Tom está pensando en mudarse a una cabaña en el quinto pino.,Tom is thinking of moving to a cabin out in the middle of nowhere.
Justo mientras estamos hablando ha habido una fuerte explosión.,"Just as we are talking, there was a loud explosion."
La gasolina es utilizada como combustible.,Gasoline is used for fuel.
Tom tiene lo que necesita.,Tom has what he needs.
Yo tuve varicela cuando niño.,I had chicken pox as a kid.
Le gusta el café sin azúcar.,He likes coffee without sugar.
La gente hablará.,People will talk.
El gazpacho es una sopa de tomate y verduras de España.,Gazpacho is a cold tomato and vegetable soup from Spain.
¿Qué más necesitas?,What else do you need?
Lo tendremos en cuenta.,We'll take that into consideration.
Tom permaneció soltero toda su vida.,Tom remained unmarried all his life.
Tengo mejores cosas que hacer con mi tiempo.,I have better things to do with my time.
Una de mis hijas está casada con un canadiense.,One of my daughters is married to a Canadian.
Reflexiona antes de actuar.,Think before you act.
¿Conoces al hombre que está en el puente?,Do you know the man standing on the bridge?
¿Es esta realmente una cita de Tom Jackson?,Is this really a quote by Tom Jackson?
Cierra la puerta con llave al salir.,Lock the door when you go out.
Tom no viene porque no quiero que venga.,"Tom's not coming, because I don't want him to."
Perdí a mi mejor amiga en un accidente de tránsito.,I lost my best friend in a traffic accident.
Coge el momento.,Seize the moment.
No puedes hacer dos cosas al mismo tiempo.,You can't do two things at once.
¿Cómo salieron las cosas?,How did things turn out?
¿Le gustaría un poco más de sal en sus palomitas?,Would you like some more salt on your popcorn?
¿Sabes quién inventó la pólvora?,Do you know who invented gunpowder?
Tomás preparó el desayuno.,Tom cooked breakfast.
El gato se ha comido el ratón.,The cat ate the mouse.
¿El banco está lejos de aquí?,Is the bank far from here?
"No tenía dinero, así que no pudo comprar comida.",He had no money and so could not buy any food.
El paisaje en este entorno es muy bonito.,The scenery around here is very beautiful.
Tom necesita dar un movimiento.,Tom needs to make a move.
Con los ojos cerrados escuchó la música.,He listened to the music with his eyes closed.
¿Me pueden dar algo de agua?,Can I have some water?
Tom llevó a Mary a casa en su deportivo.,Tom drove Mary home in his sports car.
Supongo que tú no puedes hacerlo.,I guess that you can't do it.
Me muero por una taza de café.,I'm dying for a cup of coffee.
Mary es una actriz en ciernes.,Mary is a budding actress.
Algunas personas ven una conspiración detrás de casi cualquier cosa.,Some people see a conspiracy behind almost everything.
Tom se escondió abajo de la cama.,Tom hid himself under the bed.
Yo te compro uno nuevo.,I'll buy you a new one.
Fue en 1912 que el Titanic se hundió durante su primer viaje.,It was in 1912 that the Titanic sank during her first voyage.
"Finalmente, Tom supo lo que había sucedido.","Eventually, Tom found out what had happened."
Aún queda mucho que tengo que aprender.,There's so much left for me to learn.
"Intentó solucionar el problema, pero no tuvo suerte.","He tried to solve the problem, but had no luck."
No sé que haría yo sin esto.,I don't know what I'd do without this.
Dije que se sentara y se tomara un vaso de agua.,I told her to sit down and to drink a glass of water.
Todos siguen ahí.,Everybody's still there.
¿Sabes por qué se fue Tom a Boston?,Do you know why Tom went to Boston?
No creo que nadie pudiera haber detenido a Tom.,I don't think anyone could have stopped Tom.
"Como yo lo veo, él tiene razón.","The way I see it, he is right."
Es por eso que ella no se les unió.,That is why she didn't join them.
"¿Puedo ver el menú, por favor?","May I see a menu, please?"
El ajo se usa para mejorar el sabor de las comidas.,Garlic is used to improve the taste of food.
A los niños les encantará el vídeo.,The kids will love this video.
Las faldas cortas ya pasaron de moda.,Short skirts are already out of fashion.
Entiendo lo que ella dice.,I can understand what she is saying.
"Protestamos, pero fue en vano.","We protested, but it was in vain."
Eres lo mejor que me ha pasado nunca.,You're the best thing that's ever happened to me.
Sólo estamos comenzando.,This is only the beginning.
Es una emergencia.,We have an emergency.
Alguien ha robado el carro de Tom.,Someone stole Tom's car.
A partir de ahora los días serán más largos.,The days will be longer starting now.
Tom estaba muy molesto por tener que pasar la Navidad en el hospital.,Tom was very unhappy about having to spend Christmas in the hospital.
¿En cuánto tiempo se llenará la bañera?,How much longer will it take for the tub to fill?
"¿Podría hablar un poco más despacio, por favor?",Could you please speak a little slower?
¿Cuántos computadores tienen en casa?,How many computers do you have at home?
¿Estás seguro de tu respuesta?,Are you sure of your answer?
Nadie tiene permiso de ir allá.,No one is allowed to go there.
Tom piensa en Mary todo el tiempo.,Tom thinks about Mary all the time.
¿De quién es esto?,Whose is this?
¿Dónde está el director?,Where's the director?
¿Esto es legal?,Is this legal?
Hace un frío muy fuerte.,The cold is intense.
Se necesitan urgentemente nuevas ideas.,There is an urgent need for new ideas.
¿Qué te ha hecho cambiar de idea?,What made you change your mind?
Estaría muy disgustado si eso sucediera.,I'd be very upset if that happened.
Allí están los regalos.,There are the gifts.
Tom notó que Mary estaba mirando a John.,Tom noticed Mary was looking at John.
¿Qué hay en el menú esta noche?,What's on the menu tonight?
Mi padre no me permitió casarme con él.,My father didn't allow me to marry him.
Esta es la primera vez que oigo hablar de este sitio web.,This is the first time I've heard of this website.
¿Por qué no llamaste por teléfono?,Why haven't you called?
Espero que lo recuerdes en el futuro.,I hope you'll remember this in the future.
Si no lo hago yo lo tendrá que hacer otro.,"If I don't do that, someone else will have to do it."
Deja de preocuparte de eso y enfócate en tu trabajo.,Stop worrying about that and focus on your work.
Estoy detrás de ti.,I'm behind you.
Mi padre se casó a sus 20 años.,My father got married in his twenties.
No matamos a Tom.,We didn't kill Tom.
La billetera de Tom está casi pelada.,Tom's wallet is almost empty.
Tom ama las puestas de sol.,Tom loves sunsets.
Hay un árbol alto en frente de mi casa.,There is a tall tree in front of my house.
Te lo daré.,I will give it to you.
¿Tiene eso sentido para ti?,Does that make sense to you?
No te molestes en contestar esta carta.,Don't bother to answer this letter.
Asumo que tu misión fue un éxito.,I assume that your mission was a success.
Japón es muy diferente de lo que era hace cincuenta años atrás.,Japan is very different from what it was fifty years ago.
Ella no piensa en nada más que en ganar dinero.,She thinks of nothing but making money.
¿Dónde puedo comprar aquella revista?,Where can I buy that magazine?
Necesito saber que estás bien.,I need to know you're OK.
Vinimos aquí a jugar al voleibol.,We came here to play volleyball.
¿Es usted aquí profesor o alumno?,Are you a teacher here or a student?
Nos iremos en una hora.,We will leave in an hour.
Él quiere trabajar en una fábrica.,He wants to work in a factory.
Estoy a cargo de eso.,I'm in charge of that.
Mi papá no lo permitirá.,My father won't allow it.
¿Quién va a pagar el alquiler?,Who'll pay the rent?
Tom nos dijo que comeríamos en cuanto llegáramos a la cabina.,Tom told us that we would eat as soon as we got to the cabin.
Ella lo llamó al teléfono.,She called him on the phone.
¿Está usted en Boston?,Are you in Boston?
¿Cuáles son las condiciones?,What conditions are attached?
Yo estudio coreano.,I study Korean.
Ellos ya están aquí.,They're already here.
Ella cuidó del niño.,She took care of the child.
"Como mi madre estaba enferma, no pude ir allí.","Since my mother was sick, I couldn't go there."
Tomás está solo en la sala de estar.,Tom is alone in the living room.
El único postre que come mi hijo es la tarta de chocolate.,The one and only dessert my son eats is chocolate cake.
"¿Podéis dejar de cantar, por favor?",Can you please stop singing?
Los perros tienen un agudo sentido del olfato.,Dogs have a keen sense of smell.
Es poco habitual en él que se levante temprano.,It's unusual for him to get up early.
No tardará mucho para que podamos viajar a Marte.,It won't be long before we can travel to Mars.
Pensé que podríamos hacer esto juntos.,I thought we could do this together.
Discutimos nuestros planes para un viaje a Italia durante el café.,We discussed our plans for a trip to Italy over coffee.
Él abandonó su sueño de ser piloto.,He gave up his dream of becoming a pilot.
Yo le hablaré al respecto la próxima vez que él venga.,I will tell him about it when he comes next time.
Tom se sentía como un tonto.,Tom seems like an idiot.
Me han dado permiso para hacerlo.,I've been given permission to do that.
Tom parece estar en plena forma.,Tom seems to be as fit as a fiddle.
Viene con sopa o ensalada.,It comes with soup or salad.
Hemos tenido mucha lluvia.,We've had a lot of rain.
El hielo se derritió.,The ice melted.
Los niños deberían obedecer a sus padres.,Children should obey their parents.
¿Quién es el que está tocando guitarra?,Who is playing the guitar?
Faltaban 10 minutos para el final de la clase.,Ten minutes remained until the end of the lesson.
Todavía cometo muchas faltas.,I still make many mistakes.
No confiaste en mí.,You didn't trust me.
¿Cuándo te irás de aquí?,When do you leave here?
Es una típica iglesia gótica.,It is a typical Gothic church.
Tom puede tocar la armónica y la guitarra al mismo tiempo.,Tom can play the harmonica and the guitar at the same time.
Deberías leer los periódicos para estar al día.,You should read the newspapers in order to keep up with the times.
Aprender una lengua extranjera requiere mucho tiempo.,To learn a foreign language requires a lot of time.
Este pájaro no puede volar.,This bird can't fly.
¿Qué hago yo aquí?,What am I doing here?
¿Qué hay de nosotros?,What about us?
Debo de hacer aparcado el coche en algún otro sitio.,I must've parked my car somewhere else.
Su elevado salario le permitió vivir cómodamente.,His high salary enabled him to live in comfort.
Este libro es para mí lo que la Biblia es para usted.,This book is to me what the Bible is to you.
Tom viene a verme de vez en cuando.,Tom comes and sees me once in a while.
Él tiene la misma edad que yo.,He is the same age as me.
Ella no aceptó la propuesta.,She did not agree to the proposal.
¿Qué es esa cosa?,What's that thing?
