source,target
Tom no vendrá hasta el lunes.,Tom won't come until Monday.
¿Cómo puedo prevenir que mi gato mate pájaros?,How can I prevent my cat from killing birds?
Él es gentil.,He is kind.
Tom se llevó algo de comida a casa.,Tom took some food home.
"Crees que no podré hacer eso, ¿verdad?","You think I won't be able to do that, don't you?"
¿Me estás arremedando?,Are you imitating me?
¿Te sientes mejor ahora?,Do you feel better now?
¿Qué vas a hacer cuando crezcas?,What do you want to do when you grow up?
Todos los estudiantes empezaron a hablar a la vez.,All the students began talking at once.
Estos libros y ropa son todos tuyos.,These books and clothes are all yours.
¿Son tuyos todos estos libros?,Are all these books yours?
¿Qué edad tenías tú cuando murió tu padre?,How old were you when your father died?
La escuela empieza el lunes que viene.,School starts next Monday.
Casi todas las hojas se han caído.,Almost all the leaves have fallen.
Me alegro de que Tom estuviera allí conmigo.,I'm glad Tom was there with me.
Me resultó muy difícil encontrar tu apartamento.,It was very hard for me to find your apartment.
Hay un montón en juego.,There's a lot at stake.
Mis ahorros son tan poco que no durarán mucho más.,My savings are so small that they won't last much longer.
Te llamaré al mediodía.,I'll call you at noon.
El peor escenario posible es que Tom pierda su trabajo y no sea capaz de seguir pagando su hipoteca.,The worst-case scenario is that Tom will lose his job and won't be able to keep up his mortgage payments.
Le di tres libros de texto a cambio de su ayuda.,I gave him three textbooks in exchange for his help.
El terrorista acribilló a balazos a los transeúntes.,The terrorist sprayed bystanders with bullets.
Haré lo que debe hacerse.,I'll do what must be done.
¿Cómo es que no le hablaste a Tom de mí?,How come you didn't tell Tom about me?
Eso es lo que les dije.,That's what I told them.
No tengo ni la menor idea de lo que quieres decir.,I haven't the faintest idea what you mean.
¡No seas tan descuidado!,Don't be so careless!
Creo que deberíamos repetirlo.,I think that we should do that again.
Tom convenció a Mary de comprar un computador nuevo.,Tom talked Mary into buying a new computer.
Me duele el corazón.,My heart hurts.
Comencé a estudiar francés cuando tenía trece años.,I began studying French when I was thirteen years old.
Me gustaría hacer una reservación para jugar golf mañana.,I'd like to make a reservation to play golf tomorrow.
Tom casi olvidó llevar un paraguas con él.,Tom almost forgot to take an umbrella with him.
Me gustaría vivir en Boston.,I'd love to live in Boston.
Sos muy inteligente.,You're very clever.
Tom me ayuda con el francés.,Tom helps me in French.
Su perspectiva única ayudó a arrojar luz sobre la situación.,His unique perspective helped shed light on the situation.
¿Les dijiste a todos cuándo y dónde será la siguiente reunión?,Have you told everyone when and where the meeting will be?
Hago ejercicio casi todos los días.,I exercise almost every day.
En general se va a casa a las cinco.,He generally goes home at five o'clock.
Tom tiene algo que hacer ahora.,Tom has something to do right now.
Yo pienso que alguien fue ahí.,I think that someone went there.
Debería llevar puesta una corbata.,I should've worn a tie.
¿Tienes una camiseta que puedas prestarme?,Do you have a T-shirt I can borrow?
¿Es eso lo que quieres hacer?,Is that what you want to do?
Ella se ha ido al extranjero.,She has gone abroad.
El hígado y el páncreas forman parte del aparato digestivo.,The liver and the pancreas form part of the digestive system.
Me tiene que estrechar la chaqueta.,You have to take in my jacket.
¿Estará Tom tratando de cagar nuestra noche?,Is Tom trying to ruin our evening?
¿Sabes qué libro se está vendiendo bien ahora?,Do you know which book sells well now?
Me estoy acostumbrando a hacerlo.,I'm getting used to doing that.
¿Alguna vez trabajaste con Tom?,Did you ever work with Tom?
El hombre alto lo miró a Tom y sonrió.,The tall man looked at Tom and smiled.
Tomás no es tan inteligente como vos.,Tom isn't as smart as you.
Me gusta el pelo corto.,I like short hair.
Tom miró al hombre que acababa de entrar.,Tom looked at the man who had just come in.
Tengo algo más que quiero que hagas.,I've got something else I want you to do.
Mi hobby es escuchar música.,My hobby is listening to music.
Tom prometió no fumar más.,Tom promised not to smoke anymore.
¿A qué hora te vas a dormir a diario?,What time do you usually go to bed?
A consecuencia del choque uno de los pasajeros salió despedido.,"As a result of the collision, one of the passengers was thrown out."
¿En tu casa quién lleva los pantalones?,Who wears the pants in your family?
¿Cuánto dinero sacó Tom del banco?,How much money did Tom take out of the bank?
Una bomba atómica fue lanzada en Hiroshima en 1945.,An atomic bomb was dropped on Hiroshima in 1945.
Todas nosotras sabemos por qué hiciste eso.,We all know why you did that.
No podré juntarme contigo mañana porque surgió algo inesperado.,I won't be able to meet you tomorrow because something unexpected has come up.
"Según él, ella es honesta.","According to him, she is honest."
Él lleva gafas de sol.,He is wearing sunglasses.
Él tiene miedo de su padre.,He is afraid of his father.
Tom parece estar verdaderamente asustado por lo que pudiera pasar.,Tom seems really scared about what might happen.
Él admitió que quería escapar de aquí.,He admitted that he wanted to escape from here.
Aún no tengo hijos.,I don't have any children yet.
Él es uno de los cantantes más famosos de Japón.,He is one of the most famous singers in Japan.
Tom trajo un regalo para Mary.,Tom brought a gift for Mary.
"Escúcheme, por favor.",Please listen to me.
¿Tú tienes los pies planos?,Do you have flat feet?
Si estás aquí quiere decir que te importa.,"If you are here, it means you care."
No fue divertido en lo absoluto.,It wasn't funny at all.
Espero que lo que hice ayudara.,I hope what I did helped.
Él parece estar desilusionado de su hijo.,He seems disappointed in his son.
¿Tienes alguna objeción a este plan?,Do you have any objection to this plan?
No las deje solas.,Don't leave them alone.
¿Quién escribió estas historias?,Who wrote these stories?
Debes estar agotado.,You must be exhausted.
¿Vas a comprarte el coche?,Are you going to buy the car?
"Venga, levántate, vas a llegar tarde a la escuela.","Come on, get up. You're going to be late for school."
No puedo expresarte lo feliz que estoy de que hayas venido a visitarnos.,I can't tell you how happy I am that you've come to visit us.
"Perdone, ¿quién es esta mujer?","Excuse me, who is this woman?"
Tom quiere hacer algo especial para el cumpleaños de Mary.,Tom wants to do something special for Mary's birthday.
Tom acostumbraba a pasar el rato con Mary y John.,Tom used to hang out with Mary and John.
Prestaron poca atención a mis palabras.,They paid little attention to my words.
Tom no se dio cuenta de la mirada de desdén en la cara de Mary.,Tom didn't notice the look of disdain on Mary's face.
Estaba preguntando por tu salud.,He was asking about your health.
¡Eso es realmente genial!,That's really great!
No sos culpable.,You're not guilty.
Ella vivió allí durante muchos años.,She lived there for many years.
Era la calma antes de la tormenta.,It was the calm before the storm.
Los cinco conejos fueron devorados por los lobos hambrientos.,All five rabbits were eaten by the hungry wolves.
Ellos bromearon sobre algunas de sus películas.,They told jokes about some of his movies.
Él le pidió a ella su consejo acerca del problema.,He asked her advice about the problem.
¿Conocés a los padres de Tomás?,Do you know Tom's parents?
¡Aquel tipo me robó la billetera! ¡Paralo!,That guy stole my wallet! Stop him!
La pelota le pegó en el ojo.,The ball hit her in the eye.
Estoy seguro que la reunión terminará pronto.,I'm sure the meeting will be over soon.
Tom es un activista en su comunidad.,Tom is an activist in his community.
Tom tratará de hacer algo sobre ese asunto.,Tom is going to do something about it.
Hace muchos años aquí había un castillo.,There was a castle here many years ago.
Su nombre es muy difícil de recordar.,His name is very difficult to remember.
Mi tío hizo un testamento el año pasado.,My uncle made a will last year.
No comparto tu opinión.,I don't share your opinion.
"¿Podría darnos un ejemplo, por favor?","Could you give us an example, please?"
"Por favor, espera un poco más.",Please wait a little while longer.
Esto es comida.,This is food.
Tom no quería saltar a través de la zanja.,Tom didn't want to jump across the ditch.
Te ves verdaderamente bien.,You look really good.
Mi perro viene conmigo a cada lugar que voy.,My dog goes everywhere with me.
Eso es otra cosa.,That's another matter.
Elige un trabajo que te divierta y trabajar te parecerá fácil.,Pick a job that you enjoy and working will seem easy.
Ese tipo daba una sensación extraña.,That guy gave off a strange vibe.
Ojalá hubiera podido hablar más en francés.,I wish I could've spoken more French.
¿Cómo llegasteis a conoceros el uno al otro?,How did you come to know one another?
Tengo un presentimiento de que algo quizás podría ocurrir esta noche.,I've got a hunch something might be happening tonight.
Yo sólo le ahorré a Tom la molestia de tener que ir allí.,I just saved Tom the trouble of going there himself.
Tom ha dejado el alcohol.,Tom has stopped drinking.
Ellos me hicieron una gran fiesta.,They gave a big party for me.
No toco el oboe.,I don't play the oboe.
Me suena esa persona de algún sitio.,I recognize that person from somewhere.
¿Por qué compraste una flor?,Why did you buy a flower?
Ellos han construido un puente.,They constructed a bridge.
Esto es un hecho.,This is a fact.
La tarta está deliciosa.,The cake is delicious.
¿Necesito una operación?,Do I need an operation?
No eres el único que se siente así.,You're not the only one who feels that way.
Creo que es improbable que las plantas sientan dolor.,I think it's unlikely that plants feel pain.
¿Qué tipo de libros les gustan?,What kind of books do you like?
Tom y Mary están jugando poker.,Tom and Mary are playing poker.
Tom dijo que quería hacer feliz a Mary.,Tom said that he wanted to make Mary happy.
Tom se comió todo el pan que compré ayer.,Tom ate all the bread that I bought yesterday.
Tom vendrá esta noche.,Tom will come tonight.
¿Puedo comprarle eso?,Can I buy that from you?
"Esto es bueno, ¿verdad?","This is good, isn't it?"
Tomás está pensando en ir a Boston el próximo invierno.,Tom is thinking of going to Boston next winter.
¡Qué enorme es ese avión!,That plane is enormous!
"Firmen aquí, por favor.","Sign here, please."
¿Ya han comido los invitados?,Have the guests eaten?
Ese crimen se castiga con la pena de muerte.,That crime is punishable by death.
Creo que no soy lo bastante alto para llegar a la última balda.,I don't think I'm tall enough to reach the top shelf.
Tom no pudo responder todas las preguntas de Mary.,Tom couldn't answer all of Mary's questions.
Quita la cazuela del fuego.,Take the pan off the fire.
Tuvimos mucha nieve el año pasado.,We had a lot of snow last year.
Él le envió unas flores junto con una bonita tarjeta.,"He sent her some flowers, along with a pretty card."
No he comido durante días.,I haven't eaten for days.
No se lo reprocho.,I don't blame you.
Se peinó el pelo y se lo amarró con un listón.,She combed her hair and bound it with a ribbon.
La niña dejó que el pájaro se fuera volando.,The girl let the bird loose.
No quiero escuchar una más de tu quejas.,I don't want to hear any more of your complaining.
Nunca se es demasiado viejo para aprender.,You're never too old to learn.
En muchos países a los ciudadanos se les permite portar armas.,It's legal for citizens to carry guns in many states.
Contó sus historias de forma muy inusual.,He told his stories in a very unusual way.
Tenemos que decidir cuándo empezamos.,We must decide when to start.
"Mamá, si no me gusta la comida, ¿me la tengo que comer?","Mommy, if I don't like the food, do I have to eat it?"
Tom prometió escribir todos los días.,Tom promised to write every day.
La fecha y el lugar de nuestro próximo concierto todavía no se ha fijado.,The date and venue for our next concert haven't been set yet.
"Busqué algo para ponerme en mi armario, pero no pude encontrar nada apropiado para la ocasión.","I looked in my closet for something to wear, but couldn't find anything appropriate for the occasion."
"No quieres ir a la cárcel, ¿verdad?","You don't want to go to prison, do you?"
Quiero una respuesta a esa pregunta.,I want an answer to that question.
Atenas está en Grecia.,Athens is in Greece.
La falta de sueño aumenta el riesgo de ataques cardíacos.,Sleep deprivation increases risk of heart attacks.
Todo eso pasó antes del almuerzo.,That all happened before lunch.
Tom estuvo dos meses en la cárcel por conducir borracho.,Tom served two months in jail for drunken driving.
Puedes quedarte si quieres.,You can stay if you want.
Estas monedas no son muy valiosas.,These coins aren't very valuable.
¿Qué es lo que verdaderamente te encanta hacer?,What do you really love to do?
"Este libro tiene unos cuantos errores, pero es interesante.","This book has a number of mistakes, but it's interesting."
¿Cuál es el apellido de Tomás?,What's Tom's last name?
El médico no está disponible.,The doctor isn't available now.
Ella escribió un libro sobre los visitantes.,She wrote a book about the visitors.
Estoy un poco sorprendido.,I'm a little bummed.
Tom admitió que se había equivocado.,Tom admitted that he had been wrong.
Voy a Tokio todos los días.,I go to Tokyo every day.
Ellas no hablarán.,They won't talk.
Tendrás que estudiar más de ahora en adelante.,You'll have to study harder from now on.
"El anciano estaba sentado, rodeado por los niños.",The old man sat surrounded by the children.
¿A quién visitaste ayer por la tarde?,Who did you visit yesterday afternoon?
No sobrevivirá ninguno.,No one will survive.
Yo quería intentar continuar.,I wanted to try to continue.
Tengo la sensación de que lleva razón.,I have a feeling he is right.
¿Por qué es importante comer comida sana?,Why is it important to eat healthy food?
Soy la mejor.,I'm the best.
Me duele todo el cuerpo.,My whole body aches.
Salid de aquí antes de que Tom os pegue.,Get out of here before Tom hits you.
Él reconoció que era cierto.,He acknowledged it to be true.
Saluda a Tom de mi parte.,Tell Tom hi for me.
Puedes quedarte con el libro.,You may keep the book.
Todos me odian porque soy feo.,Everybody hates me because I'm ugly.
Tom no le teme al fracaso.,Tom isn't afraid to fail.
La ciudad estaba cubierta de nieve.,The city was blanketed with snow.
"Por favor, ven a casa a veces.",Please come home sometimes.
"Mi despertador no sonó esta mañana, así que llegué tarde a la escuela.","My alarm clock didn't go off this morning, so I was late for school."
"Hablamos tanto, que nos quedamos sin voz.",We talked so much we lost our voices.
Tom debía haber sabido.,Tom should've known.
Asumo que me lo dices ahora porque dedujiste que lo averiguaría de cualquier forma.,I assume you're telling me now because you figured I'd find out anyway.
Le está yendo muy bien en el colegio.,He is doing very well at school.
¿De quién es este portátil?,Whose notebook is that?
Casi no nos queda agua.,We have almost no water left.
He vuelto a escribir mi informe.,I rewrote my report.
Tom no está comiendo galletas.,Tom isn't eating cookies.
El tiempo es bueno aquí.,The weather is nice here.
No puedo caminar más lejos.,I cannot walk any farther.
¿Habéis estado alguna vez enamorados?,Have you ever been in love?
Llenó las copas de vino.,He filled the glasses with wine.
Tom no pudo encontrar a Mary incluso a pesar de que dijo que había buscado en prácticamente todas partes.,Tom couldn't find Mary even though he said he looked just about everywhere.
Antes de ir a estudiar a París tengo que mejorar mi inglés.,"Before going to study in Paris, I have to brush up on my French."
La gasolina se vende por litros.,Gasoline is sold by the liter.
Creo que son una pareja perfecta.,I believe they're a perfect match.
Los tenemos que comprar desde el extranjero.,We have to buy them from abroad.
Estaba más que satisfecho.,I was more than satisfied.
Tom dijo que Boston es un lugar agradable para visitar.,Tom said Boston is a nice place to visit.
La honestidad será retribuida a la larga.,Honesty will pay in the long run.
Me levanto a las seis casi todos los días.,I get up at six almost every day.
Pensé que te habías ido y me habías dejado.,I thought that you'd gone and left me.
¿Te gusta el jengibre?,Do you like ginger?
"Él me dio comida, y dinero también.",He gave me food and money as well.
Me cuesta creerlo.,I can scarcely believe it.
Todos nosotros dimos un suspiro de alivio.,We all breathed a sigh of relief.
Nada de lo que hagas impedirá que yo haga eso.,Nothing you do will keep me from doing that.
Nunca olvidaré tu gentileza mientras viva.,I'll never forget your kindness as long as I live.
No has cambiado mucho.,You haven't changed much.
Entra y mira esto.,Come and see this.
Él me preguntó hacia dónde ir.,He asked me where to go.
El precio de la carne cayó.,The price of meat dropped.
Tráeme el periódico de hoy.,Bring me today's paper.
Tom se fue antes de que Mary llegara.,Tom left before Mary arrived.
Comí pescado ayer.,I ate fish yesterday.
Tom piensa que comer en un restaurante él solo es patético.,Tom thinks that eating at a restaurant by himself is pathetic.
Vosotros lo podéis poner ahí.,You can put it there.
Ella no tenía nadie a quien recurrir.,She had no one to turn to.
Dejen de pelear por favor.,Please stop fighting.
La verdad es que estoy bastante contento con ello.,I'm actually quite happy with that.
Los japoneses atacaron Pearl Harbor el 7 de diciembre de 1941.,"The Japanese attacked Pearl Harbor on December 7, 1941."
No deberías tratar así a nadie.,You shouldn't treat anyone like that.
Tom no sabía con seguridad cuánto costaría el nuevo ordenador.,Tom didn't know for certain how much the new computer would cost.
Vamos a nadar aunque haga un poco de frío.,"Even though it's a bit cold, let's go swimming."
El choclo es una cosecha importante en Estados Unidos.,Corn is an important crop in the United States.
Tom celebró su vigésimo cumpleaños la semana pasada.,Tom celebrated his twentieth birthday last week.
Tom nunca bebe cerveza en casa.,Tom never drinks beer at home.
No quiero verlo.,I don't want to see you.
Pude averiguar su dirección.,I was able to find out his address.
La esclavitud era legal en la nueva República de Texas.,Slavery was legal in the new Republic of Texas.
El nuevo plan funcionó bien.,The new plan worked well.
¿Qué programas ves en la tele?,What programs do you watch on TV?
Compra el vestido que quieras.,Buy the dress you want.
Yo creo que eso es horrible.,I think that's horrible.
Está lloviendo otra vez.,It's raining again.
¿Dónde está el baño?,Where's the bathroom?
Era aparente que no había salida.,It was apparent that there was no way out.
¿Te importaría si me quedara aquí algún tiempo?,Would you mind my staying here for some time?
Le gusta andar en el parque.,He likes walking in the park.
Tom fue promovido a gerente.,Tom was promoted to manager.
No llegué a tiempo al colegio esta mañana.,I wasn't on time for school this morning.
Hoy me siento mucho mejor.,"Today, I am feeling a lot better."
Él no quiere que tú pierdas una semana entera.,He doesn't want you to lose a whole week.
La estoy esperando hace una hora.,I've been waiting for her for an hour.
¿Os gustó la película?,How did you like the movie?
Ella se acercó a él y le preguntó cómo se llamaba.,She walked up to him and asked him what his name was.
No es así como me siento.,That's not how I feel.
"No me importa lo que dice, nunca volveré a creer en él.",I don't care what he says. I will never believe him again.
Tomás está avergonzado.,Tom is embarrassed.
Ojalá no te tenga que encontrar de nuevo.,I wish I wouldn't have to meet you again.
Lo persuadí de tomar parte.,I persuaded him to take part in it.
Somos las únicas personas aquí.,We're the only people here.
Creo que los dos sabemos cómo se siente Tom.,I think we both know how Tom feels.
Su interpretación en el piano sonó fantástico.,His piano playing sounded fantastic.
Tom es un mentiroso si dice que nos vio juntos.,Tom is a liar if he says he saw us together.
Uno no puede juzgar a la gente solo por su apariencia externa.,One cannot judge people only by their outward appearances.
"Aparte del saxofón, Tom también toca la flauta.","In addition to the saxophone, Tom plays the flute, too."
Me hice miembro del club en 1980.,I became a member of the club in 1980.
Tom hizo un buen tanto de dinero a sus veintes.,Tom made quite a lot of money in his twenties.
Es verdaderamente una chica adorable.,"She is, indeed, a lovely girl."
Esperemos que Tom no haya hecho lo que pensás que hizo.,Let's hope Tom didn't do what you think he did.
Él no ha recobrado aún el conocimiento.,He has not yet recovered consciousness.
Ayer no hizo mucho frío.,It was not very cold yesterday.
Sólo tú puedes hacer esto.,Only you can do this.
Esta manzana sabe amarga.,This apple tastes sour.
Se parece a su padre.,He looks like his father.
Me he esforzado mucho tiempo.,I have tried for a long time.
Tom espera no tener que vivir en Boston durante más de un año.,Tom hopes he doesn't have to live in Boston for more than a year.
¿No es simple la respuesta?,Isn't the answer easy?
No eres el que buscamos.,You're not the one we're after.
Voy a escribir sobre lo que vi.,I'm going to write about what I saw.
El día se terminó.,The day's over.
Ellos parecen estar enamorados.,They seem to be in love with each other.
Es difícil distinguir la verdad de la mentira.,It's hard to tell the difference between the truth and lies.
No serás castigada.,You won't be punished.
No llores delante de la gente.,Don't cry in public.
Sé que todo esto es un juego.,I know that all of this is just a game.
Tom fue atacado por un grupo de hombres portando máscaras.,Tom was attacked by a group of men wearing masks.
Aquí está lo que querías.,Here's what you wanted.
Tom conoce a algunos de los amigos de Mary.,Tom knows some of Mary's friends.
"Entonces, ¿cuándo es la boda?","So, when's the wedding?"
Ella probablemente vendrá.,She'll probably come.
Se puede contar con él.,He can be counted on.
¿Puede alguien traducir esta frase?,Can anyone translate this sentence?
Mis piernas se están mejorando día a día.,My legs are getting better day by day.
Tú harías lo mismo por mí.,You'd do the same for me.
Esperemos que todo salga bien.,"Hopefully, everything will turn out all right."
Todos sabían que él no volvería.,Everyone knew he would not be back.
Podría ser fatal.,It could be fatal.
¿Tom está bien?,Is Tom all right?
Ha estado en la cama enfermo durante cuatro días.,He's been sick in bed for four days.
Puedo poner las palmas de mis manos en el piso sin doblar las rodillas.,I can place the palms of my hands on the floor without bending my knees.
¿Dónde diablos estamos?,Where on earth are we?
Ellos son los que viven al lado.,They are the people who live next door.
Tom no quiere hacer esto.,Tom doesn't want to do this.
Levántate quince minutos más temprano en la mañana.,Get up fifteen minutes earlier in the morning.
Yo sentí exactamente lo mismo.,I felt exactly the same way.
Soy la hermana de Tom.,I'm Tom's sister.
No me di cuenta de que el semáforo se había puesto en rojo.,I didn't notice the light turn red.
Tiene 35 años y está en lo mejor de la vida.,She is 35 years old and in the prime of life.
Tom tiene problemas para concentrarse en una cosa.,Tom has trouble concentrating on one thing.
El libro es fácil.,The book is easy.
¿Qué estudiaste en Australia?,What did you study in Australia?
Mi padre se está afeitando en el baño.,My father is shaving in the bathroom.
¿Qué sonido hace una jirafa?,What sound does a giraffe make?
Id adonde prefiráis.,Go wherever you like.
Tom ocultó el arma en la jarra de galletas encima del refrigerador.,Tom hid the gun in the cookie jar on top of the refrigerator.
Tengo que decir esto.,I have to say this.
Él le echó leche a su té y lo revolvió.,He put milk into his tea and stirred it.
La puerta necesita otra capa de pintura.,The door needs another coat of paint.
"Sin importar lo que diga, ella siempre me contradice.","It doesn't matter what I say, she always contradicts me."
¿Cuál es el mejor regalo de Navidad que has obtenido jamás?,What's the best Christmas present you've ever gotten?
Mary y yo estamos prometidos.,Mary and I are engaged.
Quiero ir a Australia una vez más antes de que mi pasaporte expire.,I want to go to Australia once again before my passport expires.
La temperatura ahora es de diez grados bajo cero.,The temperature is currently ten degrees below zero.
Nadie se cree lo que digo.,Nobody believes what I say.
¿Se ha llamado a la policía?,Have the police been called?
A Tom no le gustan las controversias.,Tom doesn't like controversy.
El profesor me dijo que me levantase.,The teacher told me to stand up.
No hay vino en esta botella.,There is no wine in that bottle.
Nosotros fracasamos por la falta de preparación.,We failed due to a lack of preparation.
Él vive encima mío.,He lives above me.
Tom tiene unos preciosos ojos azules.,Tom has beautiful blue eyes.
Te voy a romper todos los dientes.,I'll knock all your teeth out.
Tom hizo que Mary llevara a John y Alice a su casa.,Tom got Mary to drive John and Alice home.
Sus temerarias acciones son dignas de una medalla.,His brave actions are worthy of a medal.
Abra la caja fuerte.,Open the safe.
Tenemos un perro blanco con negro.,We have a black and white dog.
"Estoy cansado, y cometo muchos errores cuando estoy cansado.","I'm tired, and I make a lot of mistakes when I'm tired."
El tiempo sana todas las heridas.,Time heals all wounds.
Ayer jugamos un partido de béisbol.,We played a baseball game yesterday.
No puedo decir cómo se hace.,I cannot tell how this is done.
La reconocí en el momento en que salió del bus.,I noticed her the moment she got off the bus.
Los dolores que ella sufrió durante la tortura son inimaginables.,The pain she suffered while being tortured was unimaginable.
Por lo tanto es necesario reducir el costo.,"Therefore, it is necessary to reduce the cost."
No puedo ver muy bien sin gafas.,I can't see very well without glasses.
Tom aplastó el bicho.,Tom squashed the bug.
"Para mí, el tiempo no es dinero.","For me, time is not money."
Asia es mucho mayor que Australia.,Asia is much larger than Australia.
Estoy leyendo una novela de Sidney Sheldon.,I'm reading a novel by Sidney Sheldon.
No llegarás a tiempo si no corres.,You won't be in time unless you run.
Los osos polares viven en el Ártico.,Polar bears live in the Arctic.
La economía del país está a punto de colapsarse.,The country's economy is about to collapse.
Este es mi lugar.,This is my spot.
Esta lista es para ti.,This list is for you.
Me lo he encontrado muchas veces.,I have met him many times.
A los gatos no les gusta que los bañen.,Cats don't like to be bathed.
No tuve que decirle a Tom. Él ya sabía.,I didn't have to tell Tom. He already knew.
Anoche había luna llena.,Last night there was a full moon.
Es demasiado grande.,It's too big.
Tom se preguntó que tan rápido podría Mary subir una escalera.,Tom wondered how fast Mary could climb a ladder.
Tom es más que solo un amigo.,Tom is more than just a friend.
Ayer no hacía mucho frío.,It was not very cold yesterday.
Deja la puerta abierta.,Leave the door open.
Pronto vendrá un huracán.,A hurricane's coming soon.
Ella no lo conseguirá.,She won't make it.
Deja de torturarte.,Stop torturing yourself.
El dolor está empeorando.,The pain is getting worse.
Ese libro es pequeño.,That book is small.
¿Quién de vosotros no estaba en el bus?,Which one of you wasn't on the bus?
Me alegro que pudieras venir.,I'm glad you could come.
Tomé unos calmantes y continué trabajando.,I took painkillers and kept working.
Tom y yo somos muy buenos amigos.,Tom and I are very good friends.
Tom arrojó el libro de Mary al fuego.,Tom threw Mary's book into the fire.
No puedo esperar para salir de vacaciones.,I can't wait to go on a vacation.
Recuerdo el sonido de tu risa.,I remember the sound of your laugh.
"Bueno, ahora me tengo que ir.","Well, I have to go now."
Hay algo sobre lo que quería hablarte.,There's something I've been meaning to talk to you about.
Ellos van a cuidar a Tom.,They'll take care of Tom.
Ella apuntó al objetivo.,She aimed at the target.
No estoy totalmente convencido de eso.,I'm not one hundred percent convinced of that.
"Si quieres sonar como un hablante nativo, debes estar dispuesto a practicar diciendo la misma frase una y otra vez de la misma manera en que un músico de banjo practica el mismo fraseo una y otra vez hasta que lo puedan tocar correctamente y en el tiempo esperado.","If you want to sound like a native speaker, you must be willing to practice saying the same sentence over and over in the same way that banjo players practice the same phrase over and over until they can play it correctly and at the desired tempo."
Tum puso en venta su auto.,Tom has put his car up for sale.
Pensé que habías dicho que jamás sales a beber.,I thought you said you never went out drinking.
Lo hizo como le dijeron.,He did it as he had been told.
Parecía haber estado enfermo.,He seemed to have been ill.
Deberías coger el autobús lanzadera.,You should take the shuttle bus.
Esto no es asunto tuyo.,This is none of your business.
Podréis usar una calculadora mientras hacéis el examen.,You'll be able to use a calculator while you're taking the test.
Pensé que habías dicho que Tom es peligroso.,I thought you said Tom was dangerous.
Ese anillo de diamantes costó un ojo de la cara.,That diamond ring cost an arm and a leg.
Estos caballos son de Tom.,These horses are Tom's.
La novia de Tom le vio con otra chica.,Tom's girlfriend saw him with another girl.
¿Ayer hablaste con tus nuevos compañeros de clase?,Did you talk to your new classmates yesterday?
¿Quieres una naranja?,Do you want an orange?
Siempre sucede así.,It always happens this way.
Esto es absolutamente aterrador.,This is absolutely terrifying.
Ni siquiera he empezado.,I haven't even begun.
Siento haber perdido el control.,I'm sorry I lost my temper.
No tengo fondos en el banco.,I have no funds in the bank.
Él se pregunta si a ti te dan miedo las serpientes.,He wonders if you are afraid of snakes.
Este auto usado es tan bueno como uno nuevo.,This used car is as good as new.
¿Tienes idea de qué está hablando Tom?,Do you have any idea what Tom is talking about?
¿Puedo preguntarle cuántos años tiene?,May I ask how old you are?
Cuando desperté estaba tirado en el piso.,I awoke to find myself lying on the floor.
Puede que Tom sepa dónde nació Mary.,Tom might know where Mary was born.
Tom ha dicho que hoy no tiene clase.,Tom said that he didn't have any classes today.
¿Dónde está su esposa?,Where is your wife?
Tom no quería pasar demasiado tiempo discutiendo eso.,Tom didn't want to spend too much time discussing that.
Alguien llamado Tom quiere verte.,Somebody called Tom wants to see you.
Tom llenó la carretilla con arena.,Tom filled the wheelbarrow with sand.
Tom no sabía que Mary estaba casada.,Tom didn't know Mary was married.
Pensé que estaban en el gimnasio.,I thought you were at the gym.
Sos muy valiente.,You're very brave.
¿Están ellas aquí?,Are they here?
Hablo mientras duermo.,I talk in my sleep.
Sabemos que no son estúpidos.,We know you're not stupid.
No tuvimos más alternativa que dejarle el asunto a él.,We had no choice but to leave the matter to him.
Tom espera que Mary venga el próximo fin de semana.,Tom hopes that Mary will come next weekend.
Será mejor que lo dejes.,You'd better leave it.
"Si me hubiera dado cuenta de lo que tramabas, no lo habría concedido.","Had I realized what you intended, I wouldn't have agreed."
Era a los osos hambrientos a los que los aldeanos temían.,It was the hungry bears that the villagers were afraid of.
Ella me llamó muy tarde anoche.,She called me very late last night.
A veces duermo en el sofá.,"Sometimes, I sleep on the couch."
¿Conocéis a ese hombre del sombrero grande?,Do you know that man with a big hat on?
Él fue severo con sus hijos.,He was strict with his children.
No podría haberlo hecho sin su ayuda.,"Without your help, I couldn't have done it."
No soy capaz de distinguir una rana de un sapo.,I can't tell a frog from a toad.
Eso es difícil de creer.,That's hardly believable.
¿Cuándo los vio por primera vez?,When did you see them first?
Tom debería estar llegando a casa.,Tom should be getting home.
Ellos vienen del mismo país.,They come from the same country.
"Gracias por todo, Tomás.","Thanks for everything, Tom."
El gato está durmiendo sobre la mesa.,The cat is sleeping on the table.
A ella le encanta escribir poemas.,She is very fond of writing poems.
Sin gafas no veo nada.,I can't see anything without glasses.
¿Quién te vio?,Who saw you?
¿Me puede dar una bolsa por favor?,"Could you give me a bag, please?"
Él cedió a la presión.,He yielded to pressure.
Me gusta la comida coreana.,I like Korean food.
Es sólo una broma.,It's merely a joke.
Tom admitió que tenía miedo.,Tom admitted that he was scared.
¿Quién es aquella anciana?,Who is that old woman?
Tom se dio cuenta de que Mary ni siquiera había empezado a hacer la cena.,Tom noticed Mary hadn't even started to cook dinner.
